Title,Number of ratings,Gutenberg ID,Factor,Rank
"Dick Dale, the Colonial Scout: A Tale of the Transvaal War of 1899-1900",0,,N,
Dick Rivers: A Novel,0,,N,
Dick Vaughan's First Term,0,,N,
Dick Whistler's Tramp,0,,N,
Dick Wylder: A Romantic Story,0,,N,
"Dickon O'Greenwood: or, How the Light Came to Lady Clare. A Village Picture in Martyr Days",0,,N,
Dick's Chum: A Tale,0,,N,
Dicky Monteith: A Love Story,0,,N,
Did He Deserve It?,0,,N,
Digby Ravelyn: A Novel,0,,N,
Dinah Fleet,0,,N,
Dinkinbar,0,,N,
Diogenes' Sandals,0,,N,
Diplomatic Disenchantments: A Novel,0,,N,
Disinherited,0,,N,
Disturbing Elements,0,,N,
"Divil-May-Care' alias Richard Burke, Sometime Adjutant of the Black Northerners",0,,N,
Do Your Duty,0,,N,
Doctor Darch's Wife: A Study,0,,N,
Doctor Huguet: A Novel,0,,N,
Doctor or Lover?,0,,N,
Dol Shackfield: A Novel,0,,N,
Dollars are Trumps: A Story,0,,N,
Dolly the Romp,0,,N,
Dominique's Vengeance: A Story of France and Florida,0,,N,
Don,0,,N,
"Don Carlos, Our Childhood's Hero",0,,N,
Don or Devil?,0,,N,
Doña Rufina: The Romance of a Cycle Tour,0,,N,
Donald's Ambition,0,,N,
Dora Murray's Ideal and How It Came to Her,0,,N,
"Dora Myrl, the Lady Detective",0,,N,
Doris and I,0,,N,
"Dorothy Dymoke: A Story of the Pilgrimage of Grace, 1536",0,,N,
Dorothy Penrose: A Novel,0,,N,
"Dorothy's Training: or, Wild-Flower or Weed?",0,,N,
Dorrie: A Novel,0,,N,
Down the Village Street: Scenes in a West Country Hamlet,0,,N,
Dr.  Luttrell's First Patient,0,,N,
Dr.  Somerville's Crime,0,,N,
Dr. Campion's Patients,0,,N,
Dr. Endicott's Experiment,0,,N,
Dr. Grey's Patient: A Novel,0,,N,
Dr. Koodmadhi of Ashantee,0,,N,
"Dr. Malchi: or, ""Who Was I?""",0,,N,
Dr. Paull's Theory: A Romance,0,,N,
Dr. Willoughby Smith: A Novel,0,,N,
Dragon's Teeth: A Novel,0,,N,
Drawn Blank: A Novel,0,,N,
Drifting Apart: A Story,0,,N,
Driftwood,0,,N,
"Driscoll, King of Scouts",0,,N,
Duance Pendray: A Story of Jacobite Times in Cornwall,0,,N,
"Duff Darlington: or, An Unsuspected Genius",0,,N,
Duke Rodney's Secret,0,,N,
Dulcie's Love Story,0,,N,
Dumb,0,,N,
Dumps and I,0,,N,
Dumpy Dolly,0,,N,
Dust and Laurels: A Study in Nineteenth Century Womanhood,0,,N,
Eagle Joe: A Wild West Romance,0,,N,
East End Idylls,0,,N,
Edgar's Ransom,0,,N,
Edith's Charity,0,,N,
"Edward Ambrose, Viscount Delford: The Story of a Little Church Boy",0,,N,
Edward the Exile: A Romance of History,0,,N,
Eelin's New Home,0,,N,
Egeria,0,,N,
Egerton's Brother,0,,N,
Eight Days: A Tale of the Indian Mutiny,0,,N,
El Carmen: A Romance of the River Plate,0,,N,
"Elgiva, the Daughter of the Thegn",0,,N,
Eli's Daughter: A Novel,0,,N,
Ella's Golden Year,0,,N,
Elmslie's Drag-Net,0,,N,
Elsa: A Novel,0,,N,
Elsa's Little Boys,0,,N,
Elsie's Art Life: A Novel,0,,N,
"Elsie's Scholarship, and Why She Surrendered it",0,,N,
Emma's Marriage,0,,N,
"England's Downfall: or, The Last Great Revolution",0,,N,
England's Hero Prince: A Story of the Black Prince,0,,N,
England's Peril: A Novel,0,,N,
"Enid Duncan: or, The Discipline of a Year",0,,N,
Enid Lyle: A Novel,0,,N,
Entanglements: The Woman's Weaving,0,,N,
"Entrapped: or, Charlie's First Crime. A Novel of Modern London Life",0,,N,
Epicures,0,,N,
Eric the Archer: A Tale of Chivalry,0,,N,
"Eric, a Waif: A Story of Last Century",0,,N,
Erica's Husband,0,,N,
Ernest's Golden Threads,0,,N,
Essentially Human: A Novel,0,,N,
"Esther Pentreath, the Miller's Daughter: A Study of Life on the Cornish Coast",0,,N,
Esther Vanhomrigh,0,,N,
Esther's Pilgrimage: New Notes on Old Strings,0,,N,
Esther's Shrine: A Character Sketch,0,,N,
Estrina,0,,N,
Etelka's Vow: A Novel,0,,N,
Eternal Enmity: A Novel,0,,N,
Ethel Hardman: A Story of Self-Discipline,0,,N,
Eugene Norton: A Tale from the Sagebush Land,0,,N,
"Eugéne Vidocq. Soldier, Thief, Spy, Detective: A Romance Founded on Fact",0,,N,
Eureka,0,,N,
European Relations: A Tirolese Sketch,0,,N,
Eustace Marchmont: A Friend of the People,0,,N,
"Euthanasia: or, Turf, Tent and Tomb",0,,N,
Evelyn's Career: A Novel,0,,N,
Even Mine Own Familiar Friend,0,,N,
Ever Mohun,0,,N,
Every Day's News,0,,N,
Every Inch a Sailor,0,,N,
Everybody's Business,0,,N,
Everybody's Favourite: A Novel,0,,N,
"Everybody's Friend: or, Hilda Danvers' Influence",0,,N,
Eve's Apple: A Novel,0,,N,
Evil May-day: A Story of 1517,0,,N,
"Exiled from School: or, For the Sake of a Chum",0,,N,
Extenuating Circumstances: A Novel,0,,N,
Fabian and Phil: A Story of Two Little Boys,0,,N,
Facing Fearful Odds: A Tale of Flood and Field,0,,N,
Fair Monaco: Guilty or not Guilty?,0,,N,
Fairest of Three,0,,N,
Fairway Island,0,,N,
Fairy: A Little Cornish Maid,0,,N,
"Faith, Hope, and Charity: A Novel of the Graces",0,,N,
Faith: A Story of Saint Porth,0,,N,
Falconer of Falconhurst,0,,N,
False Coin or True?,0,,N,
False Dawn,0,,N,
False Gods,0,,N,
False Pretences,0,,N,
Falsely Accused,0,,N,
Fanny Royston's Repentance: A Story for Wage-Earning Girls,0,,N,
Far in the Forest: A Story,0,,N,
Farthest South: An Account of the Startling Discovery Made by the Wise Antarctic Expedition,0,,N,
Farthings: The Story of a Stray and a Waif,0,,N,
Father and Son,0,,N,
Father Hilarion,0,,N,
Father's Darling: A Story for Children,0,,N,
"Fergus Mactavish: or, A Boy's Will. A Story of the Far North-West",0,,N,
Fettered or Free?,0,,N,
Fidelity: A Catholic Story,0,,N,
Fiery Ordeal,0,,N,
Fife and Drum at Louisbourg,0,,N,
Fifty Pounds: A Sequel to The Green Girls of Greythorpe,0,,N,
"Fighting his Way: or, Leslie Rice's First Curacy. A Tale of Clerical Life",0,,N,
Fighting the Matabele,0,,N,
Fighting the Traffic: A Story of To-Day.  In Three Books,0,,N,
Finn and his Companions,0,,N,
Fire and Tow,0,,N,
Fir-Tree Farm,0,,N,
Fitzjames,0,,N,
Five Brave Hearts,0,,N,
Five Old Maids: A Story of the South Coast,0,,N,
Five Thousand Pounds Reward: Being a True Account of the Recovery of the Sezmeer Diamonds,0,,N,
Five Victims: A Schoolroom Story,0,,N,
Flats,0,,N,
"Florence Stanley: or, Forgiving Because Much Forgiven",0,,N,
"Floss Silverthorn, the Master's Little Handmaid",0,,N,
Flotsam: The Study of a Life,0,,N,
Fluffy and Jack,0,,N,
Folly Corner,0,,N,
Fooled by a Woman: A Novel,0,,N,
For a God Dishonoured,0,,N,
For all Time,0,,N,
"For Better, for Worse",0,,N,
For Cross or Crescent: A Romance,0,,N,
"For Elsie's Sake: or, A Seaside Friendship",0,,N,
"For England, Home, and Beauty: A Story of Battle and the Breeze",0,,N,
For God and Humanity: A Romance of Mount Carmel,0,,N,
For God and the Czar!,0,,N,
For Good or Evil,0,,N,
For Her Life: A Story of St. Petersburg,0,,N,
For His Sake: A Novel,0,,N,
For Honour and Life: A Tale of the Terror,0,,N,
For King and Home,0,,N,
For Liberty: The Chronicles of a Jacobin,0,,N,
For Life and Liberty: A Story of Battle by Land and Sea,0,,N,
For Love and Honour: A Novel,0,,N,
For Love and Liberty: A Tale,0,,N,
For Love of Prue,0,,N,
For Love or Crown,0,,N,
For One Season Only: A Sporting Novel,0,,N,
For Pity's Sake and The Lost Leader,0,,N,
For Plain Women Only,0,,N,
"For Right and England: A Story of the South African War, 1899-1900",0,,N,
For the Defense: A Realistic Story,0,,N,
For the Life of Others: A Novel,0,,N,
For the Old Flag: A Tale of the Mutiny,0,,N,
"For the Queen's Sake: or, The Story of Little Sir Caspar",0,,N,
For the Rebel Cause,0,,N,
For the Religion: Being the Records of Blaise de Bernauld,0,,N,
Forbidden Banns,0,,N,
Forbidden by Law: A Novel,0,,N,
"Ford's Folly, Ltd",0,,N,
"Forestwyk: or, Ten Years After",0,,N,
Fortune at the Helm,0,,N,
Fortune's Darling,0,,N,
Fortune's Footballs,0,,N,
Fortune's Gate,0,,N,
Fortune's my Foe,0,,N,
Fortune's Sport,0,,N,
Fortune's Wheel,0,,N,
Fortune's Yellow: A Novel,0,,N,
Four Red Nightcaps,0,,N,
Four Women in the Case: A Novel,0,,N,
Four-Leaved Clover: An Everyday Romance,0,,N,
François the Valet,0,,N,
Frangipanni: A Story of her Infatuation,0,,N,
Frank and Flo on their Travels,0,,N,
Frank and Saxon: A Tale of the Days of Good Queen Bess,0,,N,
Frank Hardinge: From Torrid Zones to Regions of Perpetual Snow,0,,N,
"Frank Redland, Recruit: A Novel",0,,N,
"Frank's First Term: or, Making a Man of Him",0,,N,
Fresh from the Fens: A Story of Three Lincolnshire Lasses,0,,N,
Freyda's Piano,0,,N,
Friend and Foe,0,,N,
Friend or Rival?,0,,N,
Friend Perditus: A Novel,0,,N,
Friends for Life,0,,N,
Friends or Foes?: A Story for Boys and Girls,0,,N,
Friendship after Plato,0,,N,
Frieze and Fustian,0,,N,
Fritz and his Friends: A Tale,0,,N,
From a Bachelor Uncle's Diary,0,,N,
"From Door to Door: A Book of Romances, Fantasies, Whimsies and Levities",0,,N,
"From Fag to Monitor: or, Fighting to the Front",0,,N,
From Greenland's Icy Mountains: A Tale of the Polar Seas,0,,N,
"From Hand to Hand: or, The Adventures of a Jubilee Sixpence",0,,N,
From Harvest to Hay-time,0,,N,
From Information Received,0,,N,
From Out the Past: A Story,0,,N,
From Playground to Battlefield,0,,N,
From Ploughshare to Pulpit: A Tale of the Battle of Life,0,,N,
From Prison to Power: A Tale of Queensland,0,,N,
"From Reveillé to Lights Out: or, Lionel Tregarthen, Lieutenant",0,,N,
From Rung to Rung,0,,N,
From the Bush to the Breakers,0,,N,
From the Frontier,0,,N,
From the Scourge of the Tongue,0,,N,
From Wisdom Court,0,,N,
Furrows,0,,N,
Furze Bloom: Tales of the Western Moors,0,,N,
Galloping Dick,0,,N,
Gascoigne's Ghost,0,,N,
Gathering Clouds: A Tale of the Days of St. Chrysosom,0,,N,
Gentleman George: A Story,0,,N,
Geoffory Hamilton: A Novel,0,,N,
Geordie's Victory,0,,N,
George Mandeville's Husband,0,,N,
"Gerald Thurlow: or, The New Marshal. A Story of California",0,,N,
"Gerald's Adventure: or, Only a Drummer Boy",0,,N,
Gertrude's Lover: A Story with an Unheroic Hero,0,,N,
"Giddie Garland: or, The Three Mirrors",0,,N,
Gilbert Murray: A Novel,0,,N,
Gildas Haven: A Story,0,,N,
Girls will be Girls,0,,N,
Girls will be Girls,0,,N,
Gladys or Gwenyth: The Story of a Mistake,0,,N,
Gladys' Vow: A Story of To-day,0,,N,
Gleams and Glooms,0,,N,
Glencoonoge,0,,N,
God and the Ant,0,,N,
God is Love: A Novel,0,,N,
God Save England!,0,,N,
God Save the Queen!: A Tale of '37,0,,N,
Goddesses Three: A Novel,0,,N,
God's Failures,0,,N,
God's Foundling,0,,N,
God's Greeting: A Story of This Our Day,0,,N,
God's Lad: A Novel,0,,N,
Gods of Gold,0,,N,
God's Outcast,0,,N,
God's Rebel,0,,N,
Gold and Glitter: A Temperance Tale,0,,N,
Gold for Dross,0,,N,
Gold in the Furnace,0,,N,
Golden Gwendolyn,0,,N,
Golden Lads and Girls,0,,N,
Golden Ruin,0,,N,
Golden-Hearted,0,,N,
"Golf in the Year 2000: or, What we are coming to",0,,N,
Good Dame Fortune,0,,N,
Good Mrs. Hypocrite: A Study in Self-Righteousness,0,,N,
Good-bye: A Novel,0,,N,
Graeme and Cyril,0,,N,
Grandborough: A Novel,0,,N,
Grannie's Darling,0,,N,
Granny's Heroes: A Tale of Old Acton,0,,N,
Grave Lady Jane: A Novel,0,,N,
Green as Grass,0,,N,
Green Tea: A Love Story,0,,N,
Grey Mantle and Gold Fringe,0,,N,
Grip!: A Novel,0,,N,
Gubbins Minor and Some Other Fellows: A Story of School Life,0,,N,
Guilty Gold: A Romance of Financial Fraud and City Crime,0,,N,
Gwen Dale's Ordeal,0,,N,
Gwynett of Thornhaugh: A Romance,0,,N,
Hagar of Homerton,0,,N,
"Haggith Shy, Quakeress",0,,N,
Half my Life,0,,N,
Half Round the World for a Husband: A Comedy of Errors,0,,N,
Half-a-Dozen Transgressions,0,,N,
"Hand in Hand: or, Radiance at Beechdale",0,,N,
Handicapped: A Novel,0,,N,
Hands in the Darkness,0,,N,
"Hard as a Nail: or, Jubal Sparge's Bounty",0,,N,
Harlaw of Sendle: Being Passages Relating Chiefly to the Family of that Name in Strathclyde,0,,N,
"Harold, the Norseman: A Tale of Harold Haardraada, King of Norway",0,,N,
"Harold's New Creed: or, Brothers Still",0,,N,
Haromi: A New Zealand Story,0,,N,
"Harry Forrester, late Blankth",0,,N,
Harvest,0,,N,
"Hate, the Destroyer",0,,N,
Haythorne's Daughter,0,,N,
Hazel Fane: A Novel,0,,N,
He Fell among Thieves: A Novel,0,,N,
"He Would be an Officer: or, From Charing Cross to the Twenty-fifth Hussars",0,,N,
Heads or Tails: The Story of a Friendship,0,,N,
Heart and Sword,0,,N,
Heartless Tammy,0,,N,
Hearts in Revolt: A Tragi-Comedy of Youth,0,,N,
Hearts of Gold and Hearts of Steel,0,,N,
Hearts of Oak: A Story of Nelson and the Navy,0,,N,
Heavens of Brass,0,,N,
Held at Ransom: A Story of Colonial Life,0,,N,
"Helen Treveryan: or, The Ruling Race",0,,N,
Helen's Ordeal,0,,N,
"Helen's Vow: or, A Freak of Fate",0,,N,
Helot and Hero: A Novel,0,,N,
Henry Massinger: A Novel,0,,N,
"Henry Standon: or, Love's Debt to Duty",0,,N,
Hepsy Gipsy,0,,N,
Her Cousin Adair,0,,N,
Her Day of Service,0,,N,
Her Debut,0,,N,
Her Evil Genius,0,,N,
"Her Fair Fame, and The Story of a Statue",0,,N,
Her Fairy Prince,0,,N,
Her Father's Trust: A Catholic Story,0,,N,
Her Foreign Conquest: A Novel,0,,N,
Her Friend and Mine: A Story of Two Sisters,0,,N,
Her Grace's Secret,0,,N,
Her Heart's Desire,0,,N,
Her Ladyship's Secret,0,,N,
Her Love and His Life,0,,N,
Her Loving Slave: A Romance of Sedgemoor,0,,N,
Her Next-Door Neighbour,0,,N,
Her Only Son Isaac,0,,N,
Her Own Folk,0,,N,
Her Point of View,0,,N,
"Her Portrait: or, Phillida's Fortunes. A Story told with Pen and Pencil",0,,N,
Her Promise True,0,,N,
Her Royal Highness's Love Affair,0,,N,
Her Wild Oats: A Novel,0,,N,
Her Wilful Way,0,,N,
Hercules and the Marionettes,0,,N,
Hetty's Heritage,0,,N,
High Play: A Comedy off the Stage,0,,N,
High Stakes,0,,N,
Highest References,0,,N,
High-Flyer Hall: Joshua Blewitt's Sporting Experiences,0,,N,
"Hilary Carew, Florist: A Love Story",0,,N,
Hilda: A Study in Passion,0,,N,
His Choice and Hers: The Story of an Episode,0,,N,
His Daughter,0,,N,
His Dead Past,0,,N,
"His Double Self: or, The Transformation of Keith Winstanley",0,,N,
His Egyptian Wife: An Anglo-Egyptian Romance,0,,N,
"His Familiar Foe: The Story of the Degrading Inheritance of Captain Robert Ducie of H. M. Silver Lancers, his Struggles, Defeats, Victory, his Marriage, Fatherhood, and Love",0,,N,
"His Fault, or Hers?: A Novel",0,,N,
His Heart to Win,0,,N,
His Honor and a Lady,0,,N,
His Last Card,0,,N,
His Last Plunge,0,,N,
His Laurel Crown: A Player's Romance,0,,N,
His Lawful Wife,0,,N,
His Level Best,0,,N,
His Lordship and Others,0,,N,
His Majesty's Greatest Subject,0,,N,
His Own Image: A Novel,0,,N,
His 'Prentice Hand,0,,N,
His Rustic Wife,0,,N,
His Sister's Hand: A Novel,0,,N,
His Vindication,0,,N,
His Wife's Soul,0,,N,
Holiday Tasks: A Story for Children,0,,N,
Hollinhurst,0,,N,
Holly: A Novel,0,,N,
Holy Wedlock: A Story of Things as They Are,0,,N,
"Honor Greenleaf: or, Enjoying Poor Health",0,,N,
Honor Pentreath: A Story in Two Parts,0,,N,
Honour of Thieves: A Novel,0,,N,
Honoured by the World,0,,N,
Honours Easy: A Novel,0,,N,
"Hope's Legacy: or, The Ardleighs of Ardleigh",0,,N,
Horatio: A Novel,0,,N,
"Hors de Combat': or, Three Weeks in a Hospital. Founded on Facts",0,,N,
Horse or Blacksmith?,0,,N,
Horsley Grange: A Sporting Novel,0,,N,
Houndsditch Day by Day,0,,N,
"Household Troops: or, Small Service is True Service",0,,N,
"Hovenden, V. C., the Destiny of a Man of Action: A Novel",0,,N,
How Dick and Molly Saw England,0,,N,
How Dick and Molly Went Round the World,0,,N,
How Dick Found his Sea-Legs: A Stroy of a Seaside Holiday,0,,N,
How England Became a Republic: A Romance of the Constitution,0,,N,
How He Became a Peer: A Story of Modern Politics,0,,N,
How I Became Eminent,0,,N,
How Jack Mackenzie Won his Epaulettes: A Story,0,,N,
"How Martin Drake Found his Father: or, Wanderers in the West. A Story of White and Black Slavery in the Early Days of the American Colonies",0,,N,
Hoya Corney: A Novel,0,,N,
Hugh Deyne of Plas-Idrys,0,,N,
Humbling his Pride: A Novel,0,,N,
"Hunting for Gold: or, Adventures in Klondyke",0,,N,
Hush Money,0,,N,
Hypocrites,0,,N,
I Loved Her Once: A Novel,0,,N,
I Married a Wife: A Novel,0,,N,
I Will be a Sailor,0,,N,
"Ianthe of ""The Devil's Jumps"": A Story of Hind Head in the Old Smuggling Days",0,,N,
I'd Crowns Resign,0,,N,
Ida Cameron,0,,N,
Ida from India: A Tale for Girls,0,,N,
Idylls of Rosehill,0,,N,
If Men were Wise,0,,N,
Illusion: A Romance of Modern Egypt,0,,N,
Impertinent Dialogues,0,,N,
In a Cinque Port: A Story of Winchelsea,0,,N,
In a Corner of Asia: Being Tales and Impressions of Men and Things in the Malay Peninsula,0,,N,
In a Country Town: A Story Unfounded on Fact,0,,N,
In a North Country Village,0,,N,
In a Promised Land,0,,N,
In a State of Nature,0,,N,
In Alfred's Days: A Story of Saga the Dane,0,,N,
In an Alpine Valley,0,,N,
In an Iron Grip,0,,N,
In an Orchard: A Novel,0,,N,
"In Cloister and Court: or, The White Flower of a Blameless Life.  The Story of Bishop Ken",0,,N,
In Cupid's College,0,,N,
"In Days of Strife: Fragments of Facts and Fiction from a Refugee's History in France, 1666 to 1685",0,,N,
"In Deacon's Orders, etc. ",0,,N,
In Golden Shackles,0,,N,
In Her Own Right,0,,N,
In His Own Image,0,,N,
In Human Shape,0,,N,
In Male Attire: A Romance of the Day,0,,N,
In Our Hours of Ease,0,,N,
In Part to Blame,0,,N,
In Perilous Times: A Tale of Old Canterbury,0,,N,
In Press-Gang Days,0,,N,
In Quest of a Name,0,,N,
"In Red Indian Trails: or, Osceola, Chief of the Seminoles",0,,N,
In Search of a Religion,0,,N,
In Self-Defence,0,,N,
In Sheep's Clothing: A Romance of Upper Queensland,0,,N,
In Spite of Fate,0,,N,
In Spite of Herself,0,,N,
In Storm and Strife: A Novel,0,,N,
In Strange Quarters: A Story of Constantinople,0,,N,
In Summer Shade,0,,N,
In Taunton Town: A Story of the Rebellion of James Duke of Monmouth in 1685,0,,N,
In the Balance,0,,N,
In the Bight of Benin,0,,N,
In the Blood,0,,N,
In the Dark,0,,N,
In the Day of Battle: A Romance,0,,N,
"In the Days of King James: or, Romances of London in the Olden Time",0,,N,
In the Days of Mozart: The Story of a Young Musician,0,,N,
In the Days of Saint Anselm,0,,N,
"In the Enemy's Country: or, The Raven of Steinbrück. A Story of 1813",0,,N,
In the Face of the World: A Novel,0,,N,
In the Fifteen: A Tale of the First Jacobite Insurrection,0,,N,
In the Green Park,0,,N,
In the Grip of the Law,0,,N,
"In the Gypsies' Van: or, Caught in a Trap. A Story for Boys",0,,N,
In the Heart of the Storm: A Tale of Modern Chivalry,0,,N,
In the Hollow of His Hand,0,,N,
In the House of his Friends: A Novel,0,,N,
In the Image of God: A Story of Lower London,0,,N,
In the King's Favour: A Romance of Flodden Field,0,,N,
In the King's Service: A Tale of Cromwell's Invasion of Ireland,0,,N,
In the Land of the Lion and the Ostrich: A Tale,0,,N,
"In the Lion's Mouth: The Story of Two English Children in France, 1789-1793",0,,N,
In the Meshes,0,,N,
In the Name of a Woman,0,,N,
In the Name of Liberty,0,,N,
In the Power of Two. The Spider and the Fly,0,,N,
In the Purple,0,,N,
In the Shadow of Guilt: A Novel,0,,N,
In the Shadow of the Crown,0,,N,
"In the Shadow of the Pyramids: The Last Days of Ismail Khédive, 1879.  A Novel",0,,N,
In the Shadow of the Three,0,,N,
In the Springtime of Love,0,,N,
In the Sweet West Country,0,,N,
In the Swings of the Sea,0,,N,
In the Toils,0,,N,
In the Toils of the Tribesmen: A Story of the Indian Frontier,0,,N,
In the Vine Country,0,,N,
In the Wake of War,0,,N,
In the Wilderness,0,,N,
In the Wilderness of this World,0,,N,
In the Wilds of the West Coast,0,,N,
In Tight Places: Some Experiences of an Amateur Detective,0,,N,
In Years of Transition,0,,N,
"Ina and Kitty: or, The Little Flower Girl and her Friend",0,,N,
Inscrutable,0,,N,
Interference: A Novel,0,,N,
Into an Unknown World: A Novel,0,,N,
Into Stormy Waters,0,,N,
Ira Lorraine,0,,N,
Iris the Avenger,0,,N,
Irish Stew,0,,N,
Irralie's Bushranger: A Story of Australian Adventure,0,,N,
Is There a Better Thing?,0,,N,
Isabelle's Story: A Tale of the Times of William Tyndale,0,,N,
Ishmael Pengelly: An Outcast,0,,N,
Iva Kildare: A Matrimonial Problem,0,,N,
Ivan Alexandrovitch: A Siberian Romance,0,,N,
"Ivanda: or, The Pilgrim's Quest. A Tale",0,,N,
Ivy Cardew,0,,N,
"Ivy's Dream: or, Each One his Brick",0,,N,
"Jabez Nutyard, Workman and Dreamer: A Novel",0,,N,
Jack and Jeannie,0,,N,
Jack Beresford's Yarn: An Ocean Romance,0,,N,
Jack o' th' Beach: A Story for Boys,0,,N,
Jack Skeffington: A Sporting Novel,0,,N,
"Jack Stapleton: or, The Romance of a Coral Island",0,,N,
Jack Warleigh: A Tale of the Turf and the Law,0,,N,
Jack Webster: A Christian Soldier,0,,N,
Jacko: A Story for the Young,0,,N,
Jack's Secret,0,,N,
Jack's Year of Trial,0,,N,
Jaco Treloar: A Study of a Woman. A Novel,0,,N,
Jacob Niemand: A Novel,0,,N,
Jacob Winterton's Inheritance,0,,N,
Jadoo,0,,N,
Jalaberd's Bumps: A Phrenological Experiment,0,,N,
Jan: An Afrikander,0,,N,
Jane,0,,N,
Jane Treachel,0,,N,
Janet Delille,0,,N,
Janet: The Story of a Governess,0,,N,
Janie Fletcher,0,,N,
Jardyne's Wife: A Novel,0,,N,
Jean Keir of Craigneil,0,,N,
Jeanette of Jersey,0,,N,
Jem Carruthers: The Extraordinary Adventures of an Ordinary Man,0,,N,
Jem Peterkin's Daughter: An Antipodean Novel,0,,N,
Jennifer's Fortune,0,,N,
Jenny of the Villa,0,,N,
Jenny's Case,0,,N,
Jerome: A Novel,0,,N,
Jetsam,0,,N,
Jezebel,0,,N,
Jilted!: A Novel,0,,N,
Jim the Penman': The Life Story of One of the Most Astounding Criminals that have ever Lived,0,,N,
"Jim's Discovery: or, On the Edge of a Desert",0,,N,
Jinny Blake,0,,N,
Joan,0,,N,
Joan and Jerry,0,,N,
Joan and Mrs. Carr,0,,N,
Jocelyn Erroll: A Novel,0,,N,
Jock's Ward,0,,N,
John Armiger's Revenge,0,,N,
John Blessington's Enemy: A Story of Life in South Africa,0,,N,
John Ellicombe's Temptation,0,,N,
John Hawke's Fortune: A Story of Monmouth's Rebellion,0,,N,
"John Jones, Curate",0,,N,
John Maillard,0,,N,
John Maverell: A Tale of the Riviera,0,,N,
John Squire's Secret: A Novel,0,,N,
John Strathbourne: A Romance of the Days of Francis I,0,,N,
"John Topp, Pirate",0,,N,
John Webb's End: Australian Bush Life,0,,N,
John's Lily,0,,N,
Jonathan Toms,0,,N,
Joscelyn's Pictures,0,,N,
Josée: An Australian Story,0,,N,
"Joseph Khassan, Half-Caste",0,,N,
Joseph the Dreamer,0,,N,
Joseph's Little Coat,0,,N,
"Josh Jobson: or, ""Pards""",0,,N,
Josiah's Wife,0,,N,
Joyce's Little Maid,0,,N,
Joy's Jubilee,0,,N,
Juanita,0,,N,
Juanita Carrington: A Sporting Sketch,0,,N,
Judith Boldero: A Tragic Romance,0,,N,
Judith Grant: A Novel,0,,N,
Judith: The Money-Lender's Daughter,0,,N,
Juggling Fortune: An Everyday Romance,0,,N,
Julie: A Study of a Girl.  By a Man,0,,N,
Just Like a Woman: A Novel,0,,N,
Just like Jack: A Story of the Brine and the Breeze,0,,N,
"Justitia: or, The Result of Obstinacy",0,,N,
Kakemonos: Tales of the Far East,0,,N,
"Kate Cameron of Brux: or, The Feud.  A Story of Wild Doings and Strange People",0,,N,
Kate Reyburn,0,,N,
Katharine Cromer,0,,N,
Katherine's Keys: A Tale,0,,N,
"Kathleen: or, A Maiden's Influence",0,,N,
Katrina: A Tale of the Karoo,0,,N,
Kavanagh Major,0,,N,
Keepers of England: A Story of a Thousand Years Ago,0,,N,
Keith Deramore,0,,N,
Keith's Trial and Victory,0,,N,
Kenington Palace in the Days of Queen Mary II: A Story,0,,N,
Kiddy: A Novel,0,,N,
Kidnapped by Cannibals,0,,N,
Kilcarra: A Novel,0,,N,
Kincaid's Widow,0,,N,
King Circumstance,0,,N,
King for a Summer: A Story of Corsican Life and Adventure,0,,N,
Kings of the Sea: A Story of the Spanish Main,0,,N,
Kingsmead: A Novel,0,,N,
"Kinsah, a Daughter of Tangiers",0,,N,
Kinsfolk,0,,N,
Kinsfolk,0,,N,
Kitty Fairhall,0,,N,
Kitty Holden,0,,N,
Kitty Landon's Girlhood: A Story,0,,N,
Kitty the Rag,0,,N,
Kitty's Father: A Romance of the Period,0,,N,
Kitty's Victoria Cross,0,,N,
Kloof Yarns,0,,N,
"Knaves of Diamonds, Being Tales of Mine and Veld",0,,N,
Kriegspiel: The War-Game,0,,N,
"Kronstadt: Being the Story of Marian Best and of Paul Zassulic, her Lover",0,,N,
La Fenton: A Novel,0,,N,
Lady Betty's Twins,0,,N,
Lady Bonnie's Experiment,0,,N,
Lady Delmar: A Novel,0,,N,
Lady Dye's Reparation,0,,N,
Lady Folly,0,,N,
"Lady Grey of Silverdon, on Joint Service",0,,N,
Lady Haife: A Novel of Character and Circumstance,0,,N,
Lady Hetty: A Story of To-day,0,,N,
Lady Jean's Son: A Novel,0,,N,
Lady Jean's Vagaries: A Novel,0,,N,
Lady Jezebel,0,,N,
Lady Lanark's Paying Guest,0,,N,
Lady Lovan,0,,N,
Lady Marjorie: A Story of Methodist Work a Hundred Years Ago,0,,N,
Lady Mary of the Dark House,0,,N,
Lady Mary's Experiences: A Novel,0,,N,
"Lady Maude's Help: or, The Story of Christian Moss",0,,N,
"Lady Rosalind: or, Family Feuds",0,,N,
Lady Turpin,0,,N,
Lady Val's Elopement,0,,N,
Lady Verner's Flight: A Novel,0,,N,
Lally of the Brigade,0,,N,
Lassie,0,,N,
Late in Life,0,,N,
Laura Ruthven's Widowhood,0,,N,
"Leap Frog: A Story of, and for, Boys",0,,N,
Led Astray: An Illustrated Story for Boys,0,,N,
Led by Love,0,,N,
Leeway: A Novel,0,,N,
Left to Themselves,0,,N,
"Leila's Quest, and What Came of it",0,,N,
Lena's Picture: A Story of Love,0,,N,
