,Title,Genre,Goodreads,Sentiment,Status,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Negative,Positive,Tokens,AngerPR,AnticipationPR,DisgustPR,FearPR,JoyPR,SadnessPR,SurprisePR,TrustPR,MeanH,MeanL
234,A Girl of the Klondike,Imperial & Foreign,0,0.004314,Neither,258,222,197,311,197,283,136,261,633,516,50787,0.508004017,0.437119735,0.38789454,0.612361431,0.38789454,0.557229212,0.267785063,0.51391104,2.163940,1.508259988
312,Pomona's Travels A Series of Letters to the Mistress of Rudder Grange from her Former Handmaiden,Imperial & Foreign,9,0.498616,Neither,157,180,115,201,179,166,115,234,364,439,60323,0.26026557,0.298393648,0.190640386,0.33320624,0.296735905,0.275185253,0.190640386,0.387911742,1.271488,0.961490642
328,Renshaw Fanning's Quest ,Imperial & Foreign,7,-0.046249,Neither,376,337,256,510,284,396,228,399,948,799,76525,0.491342698,0.440378961,0.334531199,0.666448873,0.371120549,0.517477948,0.297941849,0.521398236,2.161385,1.479255145
334,A Little Norsk Or Ol' Paps' Flaxen,Imperial & Foreign,9,0.144651,Neither,135,157,105,195,155,180,100,184,358,345,26864,0.502531269,0.584425253,0.390857653,0.725878499,0.576980345,0.670041691,0.372245384,0.684931507,2.568493,1.939398451
430,The Boss of Taroomba  ,Imperial & Foreign,0,0.100598,Neither,242,197,191,281,191,256,128,247,580,490,48927,0.494614426,0.402640669,0.390377501,0.574325015,0.390377501,0.523228483,0.261614242,0.504833732,2.111309,1.430702884
469,The Daughter of the Chieftain the Story of an Indian Girl,Imperial & Foreign,28,0.045462,Neither,150,166,88,213,132,161,108,179,370,358,27612,0.543242069,0.601187889,0.318702014,0.771403738,0.47805302,0.58307982,0.391134289,0.648268869,2.502535,1.832536578
484,The Eternal City,Imperial & Foreign,53,0.018418,Neither,495,374,330,629,342,496,226,535,1122,914,171590,0.28847835,0.21796142,0.1923189,0.366571479,0.199312314,0.289061134,0.131709307,0.311789731,1.178390,0.818812285
592,The Luck of Gerard Ridgeley,Imperial & Foreign,2,-0.058756,Neither,400,311,270,490,250,366,210,352,925,737,84854,0.471397931,0.366511891,0.318193603,0.577462465,0.294623707,0.431329106,0.247483914,0.414830179,1.909162,1.212671176
616,The Nigger Of The Narcissus A Tale Of The Forecastle,Imperial & Foreign,1848,-0.240581,Canonical novels,336,233,259,403,228,334,167,292,829,606,53600,0.626865672,0.434701493,0.483208955,0.751865672,0.425373134,0.623134328,0.311567164,0.544776119,2.598881,1.60261194
673,The Sky Pilot A Tale of the Foothills,Imperial & Foreign,31,0.188322,Neither,220,228,158,271,228,232,140,304,518,572,45543,0.483059965,0.500625782,0.346924884,0.595042048,0.500625782,0.509408691,0.307401796,0.667501043,2.233054,1.677535516
687,The Story of Sonny Sahib,Imperial & Foreign,0,0.084478,Neither,110,110,75,140,108,110,67,157,268,290,18010,0.610771793,0.610771793,0.416435314,0.777345919,0.599666852,0.610771793,0.372015547,0.871737923,2.776235,2.09328151
803,What Necessity Knows,Imperial & Foreign,0,0.210459,Neither,403,386,305,479,351,442,218,552,1086,1032,157235,0.256304258,0.245492416,0.193977168,0.304639552,0.223232741,0.281107896,0.138645976,0.351066874,1.116800,0.877667186
807,When Valmond Came to Pontiac The Story of a Lost Napoleon Complete,Imperial & Foreign,0,0.228871,Neither,250,246,194,343,252,282,154,314,632,624,50095,0.499051802,0.491066973,0.387264198,0.684699072,0.503044216,0.562930432,0.30741591,0.626809063,2.381475,1.680806468
818,With Rifle and Bayonet A Story of the Boer War,Imperial & Foreign,0,0.077623,Neither,366,287,238,459,258,366,192,396,863,718,125725,0.291111553,0.228275999,0.189302048,0.365082521,0.205209783,0.291111553,0.152714257,0.314973156,1.203420,0.834360708
832,Aletta A Tale of the Boer Invasion,Imperial & Foreign,1,0.088954,Neither,440,340,287,507,293,385,225,440,973,842,90165,0.487994233,0.377086453,0.318305329,0.562302446,0.324959796,0.426994954,0.249542505,0.487994233,1.943104,1.292075639
834,Almayer's Folly ,Imperial & Foreign,1240,-0.076583,Neither,338,267,239,430,235,353,169,326,803,632,63748,0.530212713,0.418836669,0.374913723,0.674530966,0.368639016,0.553742863,0.265106356,0.511388593,2.213403,1.483968124
15,Bert Lloyd's Boyhood A Story from Nova Scotia  ,Juvenile,0,0.502387,Neither,304,329,216,380,306,316,186,422,739,821,82835,0.366994628,0.397175107,0.260759341,0.458743285,0.369409066,0.381481258,0.224542766,0.50944649,1.680449,1.288102855
19,Blanche A Story for Girls,Juvenile,0,0.428278,Neither,200,260,157,245,238,223,154,330,526,619,79937,0.25019703,0.325256139,0.196404669,0.306491362,0.297734466,0.278969689,0.192651713,0.4128251,1.243479,1.017050928
186,In the Wars of the Roses A Story for the Young,Juvenile,0,0.39251,Neither,279,289,180,376,270,299,165,378,641,699,60028,0.464783101,0.481441994,0.299860065,0.626374359,0.449790098,0.498100886,0.274871727,0.629706137,2.115679,1.609249017
192,Jack of Both Sides The Story of a School War,Juvenile,1,0.057193,Neither,162,146,103,189,128,151,93,173,363,345,21397,0.757115483,0.682338646,0.481375894,0.883301397,0.598214703,0.705706407,0.43464037,0.80852456,3.154648,2.196569613
210,Klondike Nuggets and How Two Boys Secured Them,Juvenile,2,0.235264,Neither,170,209,135,245,170,200,116,256,446,486,38064,0.446616225,0.549075242,0.354665826,0.643652795,0.446616225,0.525430853,0.304749895,0.672551492,2.196301,1.747057587
216,Little Miss Joy,Juvenile,1,0.285952,Neither,185,188,153,220,177,226,107,230,442,416,34667,0.533648715,0.542302478,0.44134191,0.634609283,0.510572014,0.651916808,0.308650878,0.663455159,2.428823,1.857674445
244,Master Skylark A Story of Shakspere's Time,Juvenile,46,0.117634,Neither,236,195,198,281,203,230,139,254,621,508,75197,0.313842308,0.259318856,0.263308377,0.37368512,0.269957578,0.305863266,0.1848478,0.337779433,1.405641,0.902961554
383,Sweet Content,Juvenile,0,0.320294,Neither,114,141,108,133,137,147,84,185,312,347,37845,0.301228696,0.372572335,0.285374554,0.351433479,0.362002907,0.388426476,0.221957987,0.488836042,1.521998,1.249834853
393,Terry Or She ought to have been a Boy,Juvenile,0,0.124527,Neither,104,132,82,118,125,129,82,142,253,271,22462,0.463004185,0.587659158,0.365060992,0.525331671,0.556495414,0.574303268,0.365060992,0.632178791,2.274953,1.794141216
431,The Bountiful Lady Or How Mary was changed from a very Miserable Little Girl to a very Happy One,Juvenile,5,0.225823,Neither,52,96,42,67,101,82,53,100,155,201,25219,0.206193743,0.380665371,0.1665411,0.265672707,0.400491693,0.325151671,0.210159007,0.396526428,1.249058,1.102343471
454,The Cock House at Fellsgarth,Juvenile,7,0.165704,Neither,345,307,241,403,252,329,193,391,812,715,91178,0.37838075,0.336704029,0.264318147,0.441992586,0.276382461,0.360832657,0.211673869,0.428831516,1.572748,1.126368203
531,The Heiress of Wyvern Court,Juvenile,0,0.352949,Neither,119,156,73,181,153,165,97,186,326,358,27702,0.429571872,0.563136236,0.26351888,0.653382427,0.552306693,0.595624865,0.350155223,0.671431666,2.248935,1.830192766
587,The Lost Heir,Juvenile,0,0.372954,Neither,279,289,188,332,229,281,159,407,666,701,121282,0.230042381,0.238287627,0.155010636,0.273742188,0.188816147,0.23169143,0.131099421,0.335581537,0.978711,0.805560594
692,The Surprising Adventures of Sir Toady Lion with Those of General Napoleon Smith An Improving History for Old Boys Young Boys Good Boys Bad Boys Big Boys Little Boys Cow Boys and Tom Boys,Juvenile,2,0.153307,Neither,328,276,224,396,270,334,170,408,766,742,67658,0.484791156,0.407934021,0.331076887,0.585296639,0.39906589,0.493659286,0.251263709,0.603032901,2.051494,1.504626208
748,The Wonder Child,Juvenile,0,0.091974,Neither,222,222,157,301,216,262,124,294,578,568,58483,0.37959749,0.37959749,0.268454081,0.51467948,0.369338098,0.447993434,0.212027427,0.502710189,1.744097,1.330301113
763,Ti Ti Pu A Boy of Red River,Juvenile,0,0.253021,Neither,130,162,85,180,161,143,94,192,336,399,18498,0.702778679,0.875770354,0.459509136,0.973078171,0.870364364,0.773056547,0.508163045,1.037950049,3.513893,2.686776949
811,Adventures in Toyland What the Marionette Told Molly,Juvenile,11,0.171828,Neither,118,143,96,145,141,141,92,176,280,312,19328,0.610513245,0.739859272,0.496688742,0.750206954,0.729511589,0.729511589,0.475993377,0.910596026,3.062914,2.379966887
141,Guilty Bonds,Detection & Mystery,3,-0.08138,Neither,317,296,242,412,267,339,181,373,782,703,61558,0.5149615,0.480847331,0.393125183,0.669287501,0.433737288,0.550700153,0.294031645,0.605932616,2.305143,1.6374801
190,In White Raiment,Detection & Mystery,0,0.115688,Neither,278,294,211,361,226,306,152,363,756,674,78349,0.354822652,0.3752441,0.269307841,0.460758912,0.288452948,0.390560186,0.194003752,0.463311593,1.567346,1.229115879
429,The Bond of Black,Detection & Mystery,0,0.055807,Neither,312,279,234,370,255,343,172,392,756,718,73585,0.423999456,0.37915336,0.317999592,0.502819868,0.346538017,0.466127608,0.23374329,0.532717266,1.825100,1.377998233
471,The Day of Temptation,Detection & Mystery,2,0.090701,Neither,324,281,237,413,252,341,173,377,787,702,78586,0.412287176,0.357570051,0.301580434,0.5255389,0.320667803,0.433919528,0.220140992,0.479729214,1.780215,1.271218792
9,Audrey Craven ,Romance & New Woman,10,0.170015,Neither,347,323,273,400,286,369,189,412,849,773,78364,0.44280537,0.412179062,0.348374253,0.510438467,0.364963504,0.470879485,0.241182175,0.525751621,1.907764,1.408810168
324,Red Pottage,Romance & New Woman,152,0.044845,Neither,422,345,310,507,315,446,195,475,1020,878,119240,0.353908085,0.289332439,0.259979873,0.425192888,0.264173096,0.374035559,0.163535726,0.398356256,1.466790,1.061724254
364,Sister Carrie,Romance & New Woman,36183,0.23528,Neither,392,358,279,439,330,413,205,485,980,946,160272,0.244584207,0.223370271,0.174079066,0.273909354,0.20589997,0.257686932,0.127907557,0.302610562,1.026380,0.783667765
394,Tess of the d'Urbervilles A Pure Woman,Romance & New Woman,231991,0.200949,Both canonical and bestsellers,438,423,346,552,366,507,241,555,1203,1086,153072,0.286139856,0.276340546,0.22603742,0.360614613,0.239103167,0.331216682,0.157442249,0.362574475,1.269337,0.970131703
348,Savrola A Tale of the Revolution in Laurania,Historical & Political,0,-0.007689,Neither,361,268,236,433,237,336,171,380,791,704,57882,0.623682665,0.463010953,0.407726063,0.748073667,0.409453716,0.580491344,0.295428631,0.656508068,2.484365,1.700010366
473,The Dictator,Historical & Political,2,0.316417,Neither,367,333,233,424,312,371,203,489,828,919,115247,0.318446467,0.288944615,0.20217446,0.367905455,0.270722882,0.321917273,0.176143414,0.424306056,1.335393,1.035167944
3,As Others Saw Him,Religious,0,0.123316,Neither,163,171,109,212,142,168,95,227,352,368,31972,0.509821093,0.534842988,0.340923308,0.663080195,0.444138621,0.525459777,0.297134993,0.709996247,2.255098,1.770299012
10,Averil  ,Religious,9,0.182786,Neither,263,260,187,297,265,339,144,353,670,680,68181,0.385737962,0.381337909,0.274269958,0.435605227,0.388671331,0.497205966,0.211202534,0.517739546,1.695487,1.396283422
306,Phyllis of Philistia,Religious,0,0.319296,Neither,336,316,243,385,287,334,172,432,758,784,89229,0.37655919,0.354144953,0.272332986,0.431474072,0.321644308,0.374317767,0.192762443,0.484147531,1.594773,1.21261025
366,Sister Teresa,Religious,4,0.327334,Neither,346,322,261,399,304,383,171,419,848,807,115109,0.300584663,0.27973486,0.22674161,0.346627979,0.264097508,0.33272811,0.148554848,0.364002815,1.286607,0.976465785
550,The Infidel A Story of the Great Revival,Religious,5,0.286566,Neither,454,400,361,533,418,493,234,595,1101,1104,127883,0.355012003,0.312785906,0.28228928,0.41678722,0.326861272,0.385508629,0.182979755,0.465269035,1.563930,1.16356357
597,The Making of a Saint,Religious,76,0.0162,Neither,331,266,246,374,250,346,162,352,738,631,69527,0.476074043,0.382585183,0.35381938,0.53792052,0.35957254,0.497648396,0.233003006,0.506278137,1.960389,1.386511715
604,The Master Christian ,Religious,4,0.339647,Bestsellers,564,459,430,671,431,567,275,658,1350,1247,228333,0.24700766,0.201022191,0.188321443,0.293869042,0.1887594,0.24832153,0.120438132,0.288175603,1.038396,0.737519325
30,By Berwen Banks  ,Romance & New Woman,0,0.323423,Neither,273,286,205,346,281,331,150,352,728,684,87935,0.310456587,0.325240234,0.233126741,0.393472451,0.319554216,0.376414397,0.170580542,0.400295673,1.427191,1.101950304
70,Dariel A Romance of Surrey ,Romance & New Woman,0,0.357458,Neither,546,429,403,633,394,526,256,612,1300,1129,195267,0.27961714,0.219699181,0.206384079,0.324171519,0.201775006,0.269374754,0.131102542,0.313417014,1.143050,0.802490948
107,Eve's Ransom,Romance & New Woman,86,0.22224,Neither,235,256,164,284,233,265,138,310,573,592,56634,0.414945086,0.452025285,0.289578698,0.501465551,0.411413638,0.467916799,0.24366988,0.547374369,1.861073,1.467316453
121,Friendship and Folly A Novel,Romance & New Woman,3,0.206157,Neither,235,220,162,275,188,246,123,234,536,465,57130,0.411342552,0.385086644,0.283563802,0.481358306,0.329074042,0.430596884,0.215298442,0.409592158,1.720637,1.225275687
152,His Grace of Osmonde Being the Portions of That Nobleman's Life Omitted in the Relation of His Lady's Story Presented to the World of Fashion under the Title of A Lady of Quality,Romance & New Woman,63,0.379104,Neither,344,298,245,433,312,371,191,402,798,791,107827,0.319029557,0.276368628,0.227215818,0.40156918,0.289352389,0.344069667,0.177135597,0.372819424,1.414303,0.993257718
201,John Burnet of Barns A Romance,Romance & New Woman,71,0.099235,Neither,363,313,261,456,294,366,180,423,880,800,118681,0.305861932,0.26373219,0.219917257,0.384223254,0.247722887,0.308389717,0.151667074,0.356417624,1.309392,0.92853953
353,Sentimental Tommy The Story of His Boyhood,Romance & New Woman,62,0.025482,Bestsellers,356,312,279,424,300,366,201,422,907,786,117022,0.304216301,0.266616534,0.238416708,0.362325033,0.256362052,0.312761703,0.171762575,0.360615953,1.333083,0.939994189
414,The Beautiful White Devil,Romance & New Woman,13,0.266648,Neither,291,291,205,388,237,301,177,399,690,724,81849,0.355532749,0.355532749,0.250461215,0.474043666,0.2895576,0.36775037,0.216251878,0.487483048,1.585847,1.210766167
556,A Rose of a Hundred Leaves A Love Story,Romance & New Woman,17,0.294951,Neither,209,233,154,257,228,240,119,308,492,576,35593,0.587194111,0.6546231,0.432669345,0.722052089,0.640575394,0.674289888,0.334335403,0.86533869,2.716826,2.194251679
637,The Princess Aline,Romance & New Woman,26,0.447994,Neither,106,158,71,131,152,133,96,204,273,379,25969,0.408178983,0.608417729,0.273402903,0.504447611,0.585313258,0.512149101,0.369671531,0.785552004,2.141014,1.906118834
731,The Well Beloved,Romance & New Woman,1553,0.175256,Canonical novels,232,275,176,304,255,314,164,363,673,719,64013,0.362426382,0.429600237,0.274944152,0.474903535,0.398356584,0.490525362,0.25619796,0.567072313,1.766829,1.487197913
773,Tommy and Grizel,Romance & New Woman,42,0.19411,Neither,346,315,250,424,312,377,208,409,818,796,126749,0.272980457,0.248522671,0.197240215,0.334519404,0.246155788,0.297438244,0.164103859,0.322684992,1.215000,0.868645906
830,Zoraida Romance of the Harem and the Great Sahara   ,Romance & New Woman,3,-0.138905,Neither,486,384,353,623,319,476,240,493,1147,934,137622,0.353141213,0.279025156,0.256499688,0.45268925,0.231794335,0.345874933,0.174390722,0.358227609,1.468515,0.983127698
836,A Change of Air  ,Romance & New Woman,1,0.267011,Neither,309,266,213,337,270,295,172,411,684,744,57916,0.533531321,0.459285862,0.367774018,0.581877201,0.466192417,0.509358381,0.296981836,0.709648456,2.246357,1.6782927
837,Amusement Only ,Romance & New Woman,10,0.090073,Neither,273,269,205,331,227,285,180,359,666,631,78153,0.349314806,0.34419664,0.26230599,0.423528207,0.290455901,0.364669303,0.230317454,0.459355367,1.555922,1.168221309
841,An Englishwoman's Love Letters  ,Romance & New Woman,12,0.371289,Bestsellers,227,241,179,287,237,258,129,322,573,608,52637,0.431255581,0.457852841,0.340064973,0.54524384,0.450253624,0.490149515,0.245074757,0.611736991,2.011893,1.559739347
846,April's Lady A Novel  ,Romance & New Woman,9,0.097719,Neither,439,336,303,488,330,433,204,439,982,871,121942,0.360007217,0.275540831,0.248478785,0.400190254,0.270620459,0.355086845,0.167292647,0.360007217,1.446589,0.990634892
106,Etidorhpa or The End of Earth The Strange History of a Mysterious Being and the Account of a Remarkable Journey,Sci-fi & Fantasy,204,0.202808,Neither,403,370,313,528,297,431,222,502,1034,929,109534,0.367922289,0.337794657,0.285756021,0.482042106,0.271148684,0.393485128,0.202676794,0.458305184,1.609546,1.189584969
516,The Great Stone of Sardis,Sci-fi & Fantasy,16,0.336003,Neither,178,219,116,246,176,204,131,282,452,519,59343,0.299951132,0.369040999,0.195473771,0.414539204,0.296580894,0.343764218,0.220750552,0.475203478,1.427296,1.188008695
551,The Inheritors,Sci-fi & Fantasy,152,0.07917,Neither,297,255,225,342,243,312,166,354,731,673,63873,0.464985205,0.399229721,0.352261519,0.535437509,0.38044244,0.488469306,0.259890721,0.55422479,1.993017,1.441923818
552,The Invisible Man A Grotesque Romance,Sci-fi & Fantasy,133858,-0.103895,Canonical novels,261,209,188,331,170,258,156,258,652,503,49824,0.523843931,0.419476557,0.377328195,0.664338471,0.341201028,0.517822736,0.313102119,0.517822736,2.219814,1.45512203
554,The Island of Doctor Moreau,Sci-fi & Fantasy,90102,-0.314029,Canonical novels,259,207,215,356,163,265,139,229,691,469,44045,0.588034964,0.46997389,0.488137132,0.808264275,0.370076059,0.601657396,0.315586332,0.519922806,2.570099,1.591554092
640,The Purple Cloud,Sci-fi & Fantasy,1087,-0.156676,Neither,393,317,318,531,266,421,206,385,1036,745,104529,0.375972218,0.303265123,0.304221795,0.507992997,0.254474835,0.402759043,0.197074496,0.36831884,1.639736,1.074343005
704,The Time Machine,Sci-fi & Fantasy,395089,-0.017294,Canonical novels,172,196,142,258,170,220,121,218,485,454,32771,0.524854292,0.598089774,0.433309939,0.787281438,0.518751335,0.671325257,0.369228891,0.6652223,2.633426,1.934637332
726,The War of the Worlds,Sci-fi & Fantasy,235205,-0.266267,Canonical novels,288,240,216,386,170,301,159,283,743,533,60851,0.47328721,0.394406008,0.354965407,0.63433633,0.279370922,0.494650869,0.26129398,0.465070418,2.003254,1.354127295
2,A Child of the Jago,Slum,534,-0.041759,Canonical novels,318,250,231,359,233,312,159,348,761,653,61523,0.516879866,0.406352096,0.375469337,0.58352161,0.378720153,0.507127416,0.258439933,0.565642118,2.113031,1.479121629
