,Title,Genre,Goodreads,Sentiment,Status,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Negative,Positive,Tokens,AngerPR,AnticipationPR,DisgustPR,FearPR,JoyPR,SadnessPR,SurprisePR,TrustPR,MeanH,MeanL
286,Our Friend the Charlatan,,19,0.343329,Neither,392,390,272,461,348,406,212,525,1003,1012,134948,0.29048226,0.289000207,0.201559119,0.341613066,0.257877108,0.300856626,0.157097549,0.389038741,1.248629,0.978895575
287,Out with Garibaldi A story of the liberation of Italy,,0,0.112658,Neither,328,280,180,407,225,307,168,380,720,674,104822,0.312911412,0.267119498,0.171719677,0.38827727,0.214649596,0.292877449,0.160271699,0.362519318,1.247830,0.922516266
288,Pabo the Priest A Novel,,1,-0.040108,Neither,312,258,222,391,223,345,160,365,727,637,52384,0.59560171,0.492516799,0.423793525,0.746411118,0.425702505,0.658598045,0.305436775,0.696777642,2.496946,1.847892486
289,A Humble Enterprise,,6,0.447988,Neither,188,240,147,231,235,203,140,327,490,610,46144,0.40742025,0.520110957,0.318567961,0.500606796,0.509275312,0.439927184,0.303398058,0.708651179,2.039268,1.66868932
290,Parson Kelly,,5,0.077999,Neither,379,329,255,430,309,373,196,459,875,832,111139,0.341014405,0.296025698,0.22944241,0.386902887,0.278030214,0.33561576,0.176355735,0.412996338,1.411746,1.044637796
292,Peccavi ,,0,0.056944,Neither,441,345,340,493,314,422,212,480,1052,912,105123,0.419508576,0.328186981,0.323430648,0.468974439,0.298697716,0.40143451,0.201668522,0.456607974,1.712280,1.186229465
293,Pembroke A Novel,,0,0.022191,Neither,256,252,188,310,213,280,140,289,642,582,82367,0.310804084,0.30594777,0.228246749,0.376364321,0.258598711,0.339941967,0.169970984,0.350868673,1.343985,0.996758411
294,Penelope's Experiences in Scotland Being Extracts from the Commonplace Book of Penelope Hamilton  ,,30,0.448289,Bestsellers,253,300,185,336,302,298,182,459,683,838,59831,0.422857716,0.501412311,0.309204259,0.561581789,0.50475506,0.498069563,0.304190136,0.767160836,2.102589,1.76664271
295,Penelope's Irish Experiences  ,,23,0.511771,Bestsellers,277,357,226,372,331,353,182,484,782,916,73287,0.377966079,0.487125957,0.308376656,0.507593434,0.451648996,0.481667963,0.248338723,0.660417264,1.893924,1.629211183
296,Penshurst Castle in the Time of Sir Philip Sidney,,2,0.322501,Neither,298,311,216,392,304,352,177,409,740,801,79441,0.375121159,0.391485505,0.271899901,0.493447968,0.382673934,0.443096134,0.222806863,0.514847497,1.745950,1.349429136
297,Perlycross A Tale of the Western Hills ,,0,0.299429,Neither,539,418,381,625,389,514,254,609,1245,1117,188173,0.286438543,0.222136013,0.202473256,0.332141168,0.206724663,0.273152897,0.134982171,0.323638354,1.162760,0.818927264
299,Peter Ibbetson ,,85,0.416163,Neither,378,360,308,457,352,417,219,510,951,984,92340,0.409356725,0.389863548,0.333549924,0.494910115,0.381199913,0.451591943,0.237166992,0.552306693,1.856184,1.393762183
300,A Journey in Other Worlds A Romance of the Future ,,78,0.393359,Neither,266,308,187,392,248,326,176,366,701,733,91218,0.291609112,0.337652656,0.205003398,0.429739744,0.271876165,0.357385604,0.192944375,0.401236598,1.391173,1.096274858
301,Pharais ,,8,-0.244389,Neither,154,186,122,277,150,239,115,179,463,352,35920,0.428730512,0.517817372,0.339643653,0.771158129,0.417594655,0.665367483,0.320155902,0.498329621,2.277283,1.681514477
302,Pharaoh's Broker Being the Very Remarkable Experiences in Another World of Isidor Werner  ,,1,0.179459,Neither,232,284,186,322,230,264,155,325,640,688,69450,0.334053276,0.408927286,0.267818575,0.463642909,0.331173506,0.38012959,0.223182145,0.467962563,1.619870,1.257019438
303,Pharos The Egyptian A Romance,,47,0.129026,Neither,329,307,247,406,253,358,171,407,796,760,100866,0.326175322,0.304364206,0.244879345,0.402514227,0.250827831,0.354926338,0.169531854,0.403505641,1.393929,1.062796185
304,Philippa,,0,0.325698,Neither,226,263,176,270,227,269,159,334,612,655,83717,0.269957117,0.314153637,0.210232091,0.32251514,0.271151618,0.32132064,0.189925583,0.398963174,1.263782,1.03443745
305,Phroso A Romance,,33,0.011133,Neither,368,317,232,444,276,348,205,412,836,765,98600,0.373225152,0.321501014,0.235294118,0.45030426,0.279918864,0.352941176,0.207910751,0.417849899,1.546653,1.092292089
307,Pierre and His People Tales of the Far North,,0,0.064916,Neither,311,299,216,411,277,347,181,380,765,726,90872,0.342239634,0.329034246,0.23769698,0.452284532,0.304824368,0.381855797,0.199181266,0.418170614,1.536227,1.129060657
308,Pietro Ghisleri,,2,0.212738,Neither,386,344,288,474,299,428,198,492,926,877,153467,0.251519871,0.224152424,0.187662494,0.308861188,0.194830159,0.278887318,0.129017965,0.320590094,1.071892,0.823629836
309,Plain Living A Bush Idyll,,0,0.476081,Neither,269,356,203,363,319,348,182,473,746,928,74691,0.360150487,0.476630384,0.271786427,0.48600233,0.427092956,0.465919589,0.243670589,0.633275763,1.788703,1.575825735
310,Polly Oliver's Problem,,34,0.484463,Neither,177,244,145,238,263,234,136,327,480,639,41261,0.428976515,0.591357456,0.351421439,0.576815879,0.637405783,0.567121495,0.329609074,0.792515935,2.324229,1.950994886
311,A Knight of the Nets ,,2,0.175797,Neither,276,268,202,324,251,321,153,364,680,657,70248,0.392893748,0.381505523,0.287552671,0.461223095,0.357305546,0.456952511,0.217799795,0.518164218,1.716775,1.356622253
313,Prairie Folks,,9,0.059889,Neither,320,259,222,360,240,304,162,313,700,611,52505,0.609465765,0.493286354,0.422816875,0.685648986,0.457099324,0.578992477,0.308542044,0.596133702,2.483573,1.668412532
314,Prince Ricardo of Pantouflia Being the Adventures of Prince Prigio's Son,,10,0.300616,Neither,141,159,98,190,152,170,101,191,333,391,23979,0.588014513,0.663080195,0.408690938,0.792359982,0.633887985,0.708953668,0.421201885,0.796530297,2.844155,2.16856416
316,Prisoners of Conscience,,0,0.08113,Neither,258,262,193,375,232,345,133,333,660,609,60179,0.428720982,0.435367819,0.320709882,0.623140963,0.385516542,0.573289686,0.221007328,0.553349175,1.979096,1.56200668
317,Prisoners of Hope,,2,-0.063734,Neither,419,332,305,532,301,414,202,436,973,829,103563,0.404584649,0.320577813,0.294506725,0.513696977,0.290644342,0.39975667,0.195050356,0.420999778,1.698483,1.14133426
318,Quisanté ,,4,0.291317,Neither,358,336,240,403,310,367,200,462,884,889,96778,0.369918783,0.347186344,0.247990246,0.416416954,0.320320734,0.379218417,0.206658538,0.477381223,1.561305,1.203785984
319,Rabbi Saunderson ,,0,0.311933,Neither,160,193,115,205,182,200,101,289,436,524,24857,0.64368186,0.776441244,0.462646337,0.824717383,0.732188116,0.804602325,0.406324174,1.16265036,3.069558,2.743693929
320,Ralph Denham's Adventures in Burma A Tale of the Burmese Jungle,,0,0.07843,Neither,336,300,262,460,273,349,176,375,826,739,70895,0.473940334,0.423161013,0.369560618,0.648846886,0.385076522,0.492277312,0.248254461,0.528951266,2.125679,1.44438959
321,Real Gold A Story of Adventure,,3,0.073211,Neither,224,211,150,312,163,247,136,228,563,446,73866,0.303251834,0.285652398,0.203070425,0.422386484,0.220669862,0.3343893,0.184117185,0.308667046,1.333496,0.928708743
322,A Knight of the White Cross A Tale of the Siege of Rhodes,,0,0.30574,Neither,358,316,217,425,276,360,175,465,797,835,143438,0.249585187,0.220304243,0.151284876,0.296295263,0.19241763,0.250979517,0.122003932,0.324181876,1.011587,0.795465637
323,Recalled to Life,,13,-0.0235,Neither,230,208,162,305,177,247,128,282,543,485,54569,0.421484726,0.381168795,0.29687185,0.558925397,0.324359985,0.452637945,0.234565413,0.516776925,1.836207,1.350583665
325,Red Rowans,,0,0.286901,Neither,439,382,342,504,351,444,236,511,1057,988,127222,0.345066105,0.300262533,0.26882143,0.396157897,0.275895678,0.348996243,0.185502507,0.40166009,1.471444,1.050918866
326,Redskin and Cow Boy A Tale of the Western Plains,,0,0.194869,Neither,322,257,180,372,213,274,163,365,674,645,139919,0.230133148,0.183677699,0.128645859,0.265868109,0.152230934,0.195827586,0.116495973,0.260865215,0.893374,0.6403705
329,Revenge,,32,0.035324,Neither,384,306,249,478,268,380,199,436,861,780,82515,0.465369933,0.370841665,0.301763316,0.579288614,0.324789432,0.460522329,0.241168272,0.528388778,1.912380,1.359752772
330,Richard Carvel,,50,0.122105,Bestsellers,495,421,373,586,388,488,264,587,1194,1094,193490,0.255827175,0.217582304,0.19277482,0.302858029,0.200527159,0.252209417,0.13644116,0.303374851,1.088428,0.773166572
331,Robert Orange Being a Continuation of the History of Robert Orange,,1,0.176066,Neither,442,377,325,521,339,473,225,532,1078,971,97160,0.45491972,0.388019761,0.334499794,0.536228901,0.348909016,0.486825854,0.231576781,0.547550432,1.906134,1.422396048
332,Robin Redbreast A Story for Girls,,0,0.332286,Neither,212,244,149,243,226,246,137,338,536,621,81379,0.260509468,0.299831652,0.183093919,0.298602834,0.277712923,0.302289288,0.1683481,0.415340567,1.188267,1.017461507
333,God Wills It A Tale of the First Crusade,,56,0.025434,Neither,426,348,306,561,333,437,224,486,1043,850,189226,0.225127625,0.183907074,0.161711393,0.296470887,0.175980045,0.23094078,0.118376967,0.256835741,0.977667,0.671683595
335,Roden's Corner,,0,0.275102,Neither,273,293,204,331,259,310,164,418,734,805,85329,0.319938122,0.343376812,0.239074641,0.387910324,0.303531039,0.363299699,0.19219726,0.489868626,1.442651,1.196545137
336,Rodney Stone,,178,0.122274,Neither,348,310,224,398,272,310,192,409,799,761,93149,0.373594993,0.332800137,0.240474938,0.427272434,0.292005282,0.332800137,0.206121375,0.439081472,1.539469,1.104681746
337,"Roger Ingleton, Minor",,6,0.221383,Neither,343,323,238,406,277,358,192,434,832,785,91861,0.373390231,0.351618206,0.259087099,0.44197211,0.301542548,0.38971925,0.209011441,0.472452945,1.585003,1.213790401
339,Rujub the Juggler,,0,0.175668,Neither,394,335,263,480,282,379,201,449,892,776,149786,0.26304194,0.223652411,0.175583833,0.320457186,0.188268597,0.253027653,0.134191446,0.299760992,1.081543,0.776441056
340,Rupert of Hentzau From The Memoirs of Fritz Von Tarlenheim Sequel to The Prisoner of Zenda,,1380,0.051417,Bestsellers,305,272,201,394,238,319,176,359,743,669,85043,0.358642099,0.319838199,0.236351022,0.463295039,0.279858425,0.375104359,0.206954129,0.422139388,1.545101,1.117081947
341,Sail Ho A Boy at Sea,,0,-0.041999,Neither,340,254,244,400,209,324,162,305,776,562,147741,0.230132462,0.171922486,0.165153884,0.270744072,0.141463778,0.219302699,0.109651349,0.206442355,0.917146,0.59766754
342,Saint Bartholomew's Eve: A Tale of the Huguenot Wars,,0,0.213656,Neither,358,311,243,433,262,345,180,458,818,795,146232,0.244816456,0.212675748,0.166174298,0.29610482,0.179167351,0.235926473,0.123092073,0.313200941,1.009355,0.761803162
343,Salted with Fire,,232,0.10547,Neither,272,262,209,349,239,331,148,363,713,671,71330,0.38132623,0.367306883,0.293004346,0.4892752,0.335062386,0.464040376,0.207486331,0.508902285,1.706154,1.340249544
344,Samuel Boyd of Catchpole Square A Mystery,,927,0.074892,Neither,417,356,303,512,318,426,221,504,1033,914,162564,0.256514357,0.218990674,0.18638813,0.31495288,0.195615265,0.262050639,0.135946458,0.310031741,1.089417,0.791073054
345,A Little Rebel,,3,0.139584,Neither,181,160,140,222,173,210,101,204,449,394,30015,0.603031817,0.5330668,0.46643345,0.739630185,0.576378477,0.699650175,0.336498417,0.67966017,2.721972,1.912377145
346,Sappers and Miners The Flood beneath the Sea,,2,-0.005428,Neither,305,247,208,366,194,286,153,273,702,533,108803,0.280323153,0.227015799,0.191171199,0.336387783,0.178303907,0.262860399,0.140621123,0.250912199,1.126807,0.740788397
347,Saronia A Romance of Ancient Ephesus,,1,0.157492,Neither,332,307,229,423,282,356,168,375,719,694,75211,0.441424792,0.408184973,0.304476739,0.562417731,0.374945154,0.473335017,0.223371581,0.49859728,1.906636,1.38011727
349,Sawn Off A Tale of a Family Tree,,0,0.067539,Neither,278,226,213,297,203,289,145,311,639,525,59308,0.468739462,0.381061577,0.359142106,0.500775612,0.342280974,0.487286707,0.24448641,0.524381196,1.915425,1.39272948
350,Linnet,,4,0.292494,Neither,443,417,331,535,385,439,246,576,1095,1095,150962,0.293451332,0.276228455,0.219260476,0.354393821,0.255031067,0.290801659,0.162954916,0.381552974,1.285092,0.948583087
351,Sea Urchins,,0,0.061227,Neither,231,199,174,270,162,259,132,248,557,488,50083,0.461234351,0.397340415,0.347423277,0.539105086,0.323463051,0.517141545,0.263562486,0.495178005,1.934788,1.409659964
352,Senator North ,,3,0.263448,Neither,387,335,275,444,308,409,209,486,931,898,103702,0.373184702,0.323041021,0.265182928,0.428149891,0.297004879,0.394399337,0.201539025,0.468650556,1.565061,1.186090914
354,Settling Day,,4,0.045515,Neither,263,220,176,318,210,258,141,294,575,554,59880,0.439211757,0.36740147,0.293921176,0.531062124,0.350701403,0.430861723,0.235470942,0.490981964,1.850367,1.289245157
355,Seven Little Australians,,0,0.059857,Neither,234,221,174,284,208,257,125,265,581,526,46000,0.508695652,0.480434783,0.37826087,0.617391304,0.452173913,0.558695652,0.27173913,0.576086957,2.228261,1.615217391
356,A Man and a Woman,,0,0.254282,Neither,291,273,218,383,261,293,163,372,734,741,62616,0.464737447,0.435990801,0.348153826,0.61166475,0.41682637,0.467931519,0.260316852,0.594097355,2.101699,1.498019675
357,Shameless Wayne A Romance of the last Feud of Wayne and Ratcliffe,,0,-0.184476,Neither,327,257,233,412,217,352,157,300,841,570,144055,0.226996633,0.178404082,0.161743778,0.286001874,0.15063691,0.244351116,0.108986151,0.208253792,0.934365,0.63100899
358,Sheilah McLeod A Heroine of the Back Blocks,,3,0.110786,Neither,239,244,172,296,199,255,129,293,564,555,66570,0.35902058,0.366531471,0.258374643,0.444644735,0.298933454,0.38305543,0.193780982,0.4401382,1.554754,1.189725101
359,Ships That Pass in the Night,,84,0.180814,Bestsellers,155,169,119,179,195,219,95,244,390,470,37917,0.408787615,0.445710367,0.313843395,0.472083762,0.514281193,0.57757734,0.250547248,0.643510826,1.959543,1.666798534
360,Shrewsbury A Romance,,0,-0.110008,Neither,465,346,331,566,295,433,223,465,1119,862,127320,0.365221489,0.271756205,0.259974866,0.444549167,0.231699654,0.340087967,0.17514923,0.365221489,1.476594,0.977065661
361,Simon Dale,,18,0.14508,Neither,342,315,244,406,304,347,191,441,830,790,112938,0.302821017,0.278914094,0.216047743,0.359489277,0.269174237,0.307248225,0.16911934,0.390479732,1.316652,0.976642051
362,Sir George Tressady,,2,0.108529,Neither,491,400,349,554,351,488,246,555,1174,1002,174660,0.2811176,0.229016375,0.199816787,0.317187679,0.200961869,0.279399977,0.14084507,0.31776022,1.139929,0.826176572
363,Sir Quixote of the Moors Being some account of an episode in the life of the Sieur de Rohaine,,27,0.023502,Neither,184,172,139,235,176,222,98,214,475,419,26303,0.699539976,0.653917804,0.52845683,0.893434209,0.669125195,0.844010189,0.372581074,0.813595407,3.163137,2.3115234
365,Sister Dolorosa and Posthumous Fame,,1,0.15597,Neither,180,232,152,290,207,295,133,277,522,548,38507,0.467447477,0.602487859,0.394733425,0.753109824,0.537564599,0.766094476,0.345391747,0.719349729,2.498247,2.087932064
367,A Man His Mark A Romance,,0,-0.073574,Neither,241,218,171,327,189,288,146,253,590,484,33624,0.716749941,0.648346419,0.50856531,0.972519629,0.562098501,0.856531049,0.434213657,0.752438734,3.194147,2.257316203
369,Sketches in Lavender Blue and Green,,58,0.199423,Neither,285,279,205,329,275,311,162,390,684,730,61054,0.466799882,0.456972516,0.335768336,0.538867232,0.450420939,0.509385134,0.26533888,0.638778786,2.057195,1.605136437
370,Soldier Rigdale How He Sailed in the Mayflower and How He Served Miles Standish,,0,-0.108925,Neither,300,227,231,352,195,301,146,270,706,537,74216,0.404225504,0.305863965,0.311253638,0.474291258,0.262746578,0.405572922,0.196723079,0.363802954,1.649240,1.07523984
371,Soldiers of Fortune ,,61,0.25294,Neither,257,273,170,330,259,280,174,383,629,674,79683,0.322528017,0.342607583,0.213345381,0.414141034,0.325037963,0.351392392,0.218365272,0.480654594,1.493418,1.174654569
372,Some Experiences of an Irish R.M.,,0,0.082159,Neither,349,321,254,426,281,326,205,425,849,787,74868,0.466153764,0.428754608,0.339263771,0.569001443,0.375327243,0.435433029,0.273815248,0.567665758,2.023561,1.431853395
373,Some Persons Unknown,,0,0.149868,Neither,323,283,255,363,277,345,182,382,784,715,70179,0.460251642,0.403254535,0.36335656,0.51724875,0.394704969,0.491600051,0.259336839,0.544322376,1.994899,1.439176962
374,Sons of the Morning,,0,0.188479,Neither,462,406,361,574,357,492,251,509,1172,992,140652,0.328470267,0.288655689,0.256661832,0.408099423,0.253817934,0.349799505,0.178454626,0.361886073,1.425504,1.000341268
375,Sophia A Romance,,0,-0.061032,Neither,382,315,268,455,269,380,195,394,941,748,111232,0.343426352,0.283191887,0.24093786,0.409054948,0.241836881,0.341628308,0.175309264,0.354214614,1.410565,0.97903481
377,St. Peter's Umbrella,,1046,0.28857,Neither,190,199,151,237,189,223,126,280,465,518,61322,0.309839862,0.324516487,0.246241153,0.386484459,0.308209126,0.363654153,0.20547275,0.456606112,1.456247,1.144776752
378,A March on London Being a Story of Wat Tyler's Insurrection,,0,0.356663,Neither,320,264,215,372,231,298,164,394,728,708,114051,0.280576233,0.231475393,0.188512157,0.326169871,0.202540969,0.261286617,0.14379532,0.345459487,1.141595,0.838221497
379,Stephen A Soldier of the Cross,,92,-0.055754,Neither,294,267,219,372,241,332,151,345,705,631,77442,0.379638956,0.344774154,0.282792283,0.480359495,0.31120064,0.428707936,0.194984634,0.445494693,1.648976,1.218976783
380,"Steve Young; or, The Voyage of the ""Hvalross"" to the Icy Seas",,2,0.093697,Neither,284,255,196,372,214,320,158,292,715,557,112600,0.252220249,0.226465364,0.174067496,0.330373002,0.190053286,0.284191829,0.140319716,0.259325044,1.087034,0.769982238
381,Stolen Souls,,2,-0.029964,Neither,322,289,234,440,252,370,185,378,794,736,65356,0.492686211,0.442193525,0.358039048,0.673235816,0.385580513,0.566130118,0.283065059,0.578370769,2.192607,1.586694412
382,Swallow A Tale of the Great Trek,,65,-0.028862,Neither,293,221,204,377,185,306,143,301,667,513,107455,0.272672281,0.205667489,0.189846913,0.35084454,0.172165092,0.284770369,0.133078963,0.280117258,1.118608,0.770555116
384,Syd Belton The Boy Who Would Not Go to Sea,,1,0.033069,Neither,305,241,212,348,194,296,155,288,726,548,105761,0.288386078,0.227872278,0.200451962,0.329043787,0.183432456,0.279876325,0.146556859,0.2723121,1.147871,0.780060703
386,Tales From the Telling House,,0,0.255556,Neither,256,232,180,327,223,276,128,315,596,615,41240,0.620756547,0.562560621,0.436469447,0.792919496,0.540737148,0.669253152,0.310378274,0.763821532,2.701261,1.995635306
387,Tales from the Veld,,3,-0.024278,Neither,235,197,166,307,158,230,129,236,579,436,69804,0.336656925,0.282218784,0.237808722,0.439802877,0.22634806,0.329494012,0.184803163,0.338089508,1.425420,0.949802304
388,Tales of Mean Streets,,63,0.007865,Neither,232,227,185,289,204,272,149,314,616,557,43206,0.536962459,0.525389992,0.428181271,0.66888858,0.472156645,0.629542193,0.34485951,0.726750914,2.451048,1.8816831
389,A Marriage at Sea,,4,0.332978,Neither,212,257,152,286,239,262,151,339,583,614,65331,0.324501385,0.393381396,0.232661371,0.437770737,0.365829392,0.401034731,0.231130704,0.518896083,1.591894,1.31331221
390,Tales of South Africa,,0,0.136116,Neither,262,276,192,341,243,281,150,309,663,638,59380,0.441226002,0.464802964,0.323341192,0.57426743,0.409228697,0.473223308,0.252610307,0.520377231,2.000674,1.458403503
391,Tales of Trail and Town,,12,0.15154,Neither,339,317,243,441,284,365,205,446,839,821,66960,0.506272401,0.473416965,0.362903226,0.658602151,0.424133811,0.545101553,0.306152927,0.666069295,2.258065,1.684587814
392,Taquisara ,,2,0.16939,Neither,357,320,265,437,289,396,197,469,879,840,149138,0.239375612,0.214566375,0.177687779,0.293017206,0.193780257,0.265525889,0.132092424,0.314473843,1.035953,0.794566107
395,That Affair Next Door,,0,0.113766,Neither,330,301,234,403,267,352,182,413,794,770,106223,0.310667181,0.283366126,0.220291274,0.379390527,0.251357992,0.331378327,0.171337658,0.388804684,1.333045,1.003549137
396,That Little Beggar,,0,0.144354,Neither,136,145,98,172,144,170,95,169,345,342,27019,0.503349495,0.536659388,0.362707724,0.636589067,0.532958289,0.629186868,0.351604427,0.625485769,2.387209,1.791332026
397,That Mainwaring Affair,,54,0.346777,Neither,329,314,244,390,266,333,180,430,783,767,104269,0.315530023,0.301144156,0.234010108,0.37403255,0.255109381,0.319366255,0.172630408,0.412394863,1.351312,1.032905274
398,That Scholarship Boy,,3,0.217867,Neither,124,116,94,127,101,135,60,161,273,287,28603,0.433520959,0.405551865,0.328636856,0.44400937,0.353109814,0.471978464,0.209768206,0.56287802,1.769045,1.440408349
399,That Stick,,2,0.256718,Neither,311,313,210,359,298,324,179,428,746,792,74005,0.420241876,0.422944396,0.28376461,0.485102358,0.402675495,0.437808256,0.241875549,0.578339301,1.833660,1.439091953
400,A Master Of Craft,,0,0.134085,Neither,276,260,184,308,221,302,172,325,670,620,67150,0.411020104,0.387192852,0.274013403,0.458674609,0.329113924,0.449739389,0.256142964,0.483991065,1.728965,1.320923306
401,The Admiral A Romance of Nelson in the Year of the Nile,,0,0.45949,Neither,422,393,284,536,353,439,231,547,975,994,135069,0.312432905,0.290962397,0.210262903,0.396834211,0.261347904,0.325019064,0.171023699,0.404978196,1.351902,1.020959658
402,The Adventure of Princess Sylvia,,1,0.388589,Neither,272,284,175,338,267,290,168,363,662,668,56573,0.480794725,0.502006257,0.309334842,0.597458151,0.471956587,0.512612023,0.296961448,0.641648843,2.156506,1.656267124
403,The Adventures of Captain Horn ,,55,0.211636,Neither,305,284,212,396,232,332,161,381,733,684,127030,0.240100764,0.223569236,0.166889711,0.311737385,0.182634023,0.261355585,0.126741715,0.299929151,1.028104,0.784853972
404,The Adventures of Don Lavington,,0,-0.073597,Neither,335,252,235,401,205,331,165,310,790,574,119323,0.280750568,0.211191472,0.196944428,0.33606262,0.171802586,0.277398322,0.13828013,0.259799033,1.123840,0.748388827
406,The Amateur Cracksman  ,,2089,0.066182,Neither,279,234,221,332,214,255,159,317,658,593,53877,0.517846205,0.434322624,0.410193589,0.616218423,0.397201032,0.473300295,0.295116655,0.58837723,2.236576,1.496000148
407,The Amazing Marriage,,11,0.18204,Neither,598,488,410,698,422,577,301,650,1406,1272,158435,0.377441853,0.30801275,0.258781204,0.44055922,0.266355288,0.364187206,0.189983274,0.410262884,1.533121,1.08246284
408,The Angel of the Revolution A Tale of the Coming Terror,,0,0.019952,Neither,452,369,291,573,288,458,228,510,1032,907,146279,0.308998558,0.252257672,0.198934912,0.391717198,0.196884037,0.313100308,0.155866529,0.348648815,1.252401,0.914006795
409,The Arbiter A Novel  ,,1,0.281834,Neither,242,283,159,325,250,303,162,369,600,713,75481,0.320610485,0.37492879,0.210649038,0.430571932,0.331209178,0.401425524,0.214623548,0.488864747,1.507664,1.265219062
410,The Autobiography of a Quack and The Case of George Dedlow,,0,0.097794,Neither,200,192,154,266,150,227,102,261,499,450,28694,0.697009828,0.669129435,0.536697567,0.927023071,0.522757371,0.791106155,0.355475012,0.909597825,3.038963,2.369833415
411,A Master of Fortune Being Further Adventures of Captain Kettle,,4,0.084545,Neither,389,306,303,482,276,392,194,448,947,802,94810,0.410294273,0.322750765,0.319586542,0.508385191,0.291108533,0.413458496,0.204619766,0.472523995,1.733994,1.208733256
412,The Awkward Age,,925,0.416651,Canonical novels,298,322,213,367,310,323,201,448,762,827,136232,0.218744495,0.236361501,0.156350931,0.269393388,0.227552998,0.237095543,0.147542428,0.328850784,1.019584,0.802307828
413,The Battle of the Strong A Romance of Two Kingdoms,,0,0.049587,Neither,449,346,333,546,327,450,212,506,1063,895,127287,0.352746156,0.271826659,0.261613519,0.428951896,0.256899762,0.353531783,0.166552751,0.397526849,1.466764,1.022885291
416,The Bell Ringer of Angel's,,5,0.117897,Neither,330,300,239,413,266,341,183,419,835,805,64501,0.511619975,0.465109068,0.370536891,0.64030015,0.412396707,0.528673974,0.283716532,0.649602332,2.218570,1.643385374
417,The Benefactress,,244,0.190784,Neither,352,338,286,419,335,396,186,460,903,886,116467,0.302231533,0.290210961,0.245563121,0.359758558,0.287635124,0.340010475,0.15970189,0.394961663,1.354890,1.025183099
418,The Beth Book Being a Study of the Life of Elizabeth Caldwell Maclure a Woman of Genius  ,,94,0.245817,Neither,562,451,443,654,429,587,271,611,1376,1194,250135,0.224678674,0.180302637,0.177104364,0.261458812,0.171507386,0.234673276,0.108341496,0.244268095,0.943091,0.659244008
419,The Betrayal of John Fordham,,0,0.042237,Neither,409,332,320,478,287,422,208,463,918,804,98068,0.417057552,0.338540604,0.326304197,0.487416894,0.292654077,0.43031366,0.212097728,0.472121385,1.735530,1.24097565
420,The Big Bow Mystery,,577,-0.072916,Neither,256,263,215,328,233,292,159,371,669,669,42613,0.600755638,0.61718255,0.504540868,0.769718161,0.546781499,0.6852369,0.373125572,0.870626335,2.794922,2.173045784
421,The Birthright ,,4,0.0474,Neither,304,247,221,391,212,329,138,338,681,611,105391,0.288449678,0.234365363,0.209695325,0.370999421,0.201155696,0.312170868,0.130940972,0.320710497,1.201241,0.867246729
422,A Master of Mysteries,,0,-0.019822,Neither,216,207,138,297,162,236,132,251,507,477,48060,0.449438202,0.43071161,0.287141074,0.617977528,0.337078652,0.491052851,0.274656679,0.522263837,1.966292,1.444028298
423,The Bishop's Secret,,69,0.081718,Neither,437,360,329,504,339,428,217,521,1025,962,113787,0.384050902,0.316380606,0.28913672,0.442932848,0.297925071,0.376141387,0.190707199,0.457873043,1.604753,1.150395036
424,The Black Bar,,3,-0.010269,Neither,278,214,193,354,179,284,149,252,668,483,88453,0.314291205,0.241936396,0.218194974,0.400212542,0.202367359,0.321074469,0.168451042,0.284897064,1.303517,0.847907929
425,The Black Douglas,,51,0.099337,Neither,422,351,310,540,317,412,210,489,1025,912,127372,0.331313004,0.275570769,0.243381591,0.423955029,0.248877304,0.323461985,0.1648714,0.383914832,1.412398,0.982947587
426,The Black Tor A Tale of the Reign of James the First,,1,-0.129765,Neither,316,244,226,378,200,308,153,291,723,551,91975,0.343571623,0.265289481,0.245718945,0.410981245,0.217450394,0.334873607,0.166349552,0.316390323,1.384072,0.916553411
427,The Black Wolf's Breed A Story of France in the Old World and the New happening in the Reign of Louis XIV,,2,0.088906,Neither,398,335,285,486,291,386,205,457,921,829,71690,0.555168085,0.46728972,0.397544985,0.677918817,0.405914353,0.538429349,0.285953411,0.637466871,2.322500,1.643185939
428,The Blue Pavilions,,0,0.095094,Neither,317,251,214,373,238,291,166,343,748,664,65232,0.485957812,0.384780476,0.328059848,0.571805249,0.364851607,0.446100074,0.254476331,0.525815551,2.005151,1.3566961
432,The Brass Bottle ,,80,0.3478,Neither,354,314,271,399,281,336,182,419,861,809,71835,0.492795991,0.437112828,0.377253428,0.555439549,0.391174219,0.467738568,0.253358391,0.58328113,2.070022,1.488132526
433,A Millionaire of Yesterday,,12,0.056829,Neither,340,279,269,430,242,355,165,330,798,660,76036,0.44715661,0.366931454,0.353779789,0.565521595,0.318270293,0.466884108,0.217002473,0.434004945,1.901731,1.267820506
434,The British Barbarians,,30,0.124501,Neither,229,212,180,298,196,236,126,285,557,562,34847,0.657158435,0.608373748,0.516543748,0.855166872,0.562458748,0.677246248,0.361580624,0.817860935,2.952908,2.103480931
435,The Broom Squire,,14,0.05409,Neither,391,315,294,444,290,412,171,446,966,839,112400,0.347864769,0.28024911,0.261565836,0.395017794,0.258007117,0.366548043,0.152135231,0.396797153,1.414591,1.043594306
