Book,Title,Goodreads,Sentiment,Status,MATTR
293,Pembroke A Novel,0,0.022191,Neither,0.4739542263513097
294,Penelope's Experiences in Scotland Being Extracts from the Commonplace Book of Penelope Hamilton,30,0.448289,Bestsellers,0.549612631507153
295,Penelope's Irish Experiences,23,0.511771,Bestsellers,0.5539986398145706
296,Penshurst Castle in the Time of Sir Philip Sidney,2,0.322501,Neither,0.5170186814449709
297,Perlycross A Tale of the Western Hills,0,0.299429,Neither,0.5269961128986979
298,Perpetua A Tale of Nimes in A.D. 213,1,0.024232,Neither,0.5180821552023703
299,Peter Ibbetson,85,0.416163,Neither,0.5383724067199537
300,A Journey in Other Worlds A Romance of the Future,78,0.393359,Neither,0.5339756742934649
301,Pharais,8,-0.244389,Neither,0.522031035665295
302,Pharaoh's Broker Being the Very Remarkable Experiences in Another World of Isidor Werner,1,0.179459,Neither,0.5063562468054035
303,Pharos The Egyptian A Romance,47,0.129026,Neither,0.49776251277836797
304,Philippa,0,0.325698,Neither,0.5027649239172844
305,Phroso A Romance,33,0.011133,Neither,0.49259212782781037
306,Phyllis of Philistia,0,0.319296,Neither,0.4691862070544597
307,Pierre and His People Tales of the Far North,0,0.064916,Neither,0.49596020637056976
308,Pietro Ghisleri,2,0.212738,Neither,0.4958176932398967
309,Plain Living A Bush Idyll,0,0.476081,Neither,0.4928108504903366
310,Polly Oliver's Problem,34,0.484463,Neither,0.5242020101749597
311,A Knight of the Nets,2,0.175797,Neither,0.49248928488909427
312,Pomona's Travels A Series of Letters to the Mistress of Rudder Grange from her Former Handmaiden,9,0.498616,Neither,0.46041787224009295
313,Prairie Folks,9,0.059889,Neither,0.5288561519727228
314,Prince Ricardo of Pantouflia Being the Adventures of Prince Prigio's Son,10,0.300616,Neither,0.49175252156744925
315,Prince Zaleski,77,-0.094926,Neither,0.5291633072041807
316,Prisoners of Conscience,0,0.08113,Neither,0.49142316265874086
317,Prisoners of Hope,2,-0.063734,Neither,0.5257011874254192
318,Quisanté,4,0.291317,Neither,0.4975477604449835
319,Rabbi Saunderson,0,0.311933,Neither,0.5294176605028049
320,Ralph Denham's Adventures in Burma A Tale of the Burmese Jungle,0,0.07843,Neither,0.5307024353990396
321,Real Gold A Story of Adventure,3,0.073211,Neither,0.4871241923314356
322,A Knight of the White Cross A Tale of the Siege of Rhodes,0,0.30574,Neither,0.48587547804160536
323,Recalled to Life,13,-0.0235,Neither,0.49057906724916917
324,Red Pottage,152,0.044845,Neither,0.5025607067402713
325,Red Rowans,0,0.286901,Neither,0.53144384718756
326,Redskin and Cow Boy A Tale of the Western Plains,0,0.194869,Neither,0.4650185756500755
327,Reginald Cruden A Tale of City Life,6,0.184927,Neither,0.4996921248014179
328,Renshaw Fanning's Quest,7,-0.046249,Neither,0.5484405488418257
329,Revenge,32,0.035324,Neither,0.4949933633475226
330,Richard Carvel,50,0.122105,Bestsellers,0.5248518030292768
331,Robert Orange Being a Continuation of the History of Robert Orange,1,0.176066,Neither,0.5520226391297494
332,Robin Redbreast A Story for Girls,0,0.332286,Neither,0.48966895668228233
333,God Wills It A Tale of the First Crusade,56,0.025434,Neither,0.5504993548456181
334,A Little Norsk Or Ol' Paps' Flaxen,9,0.144651,Neither,0.5274107794552649
335,Roden's Corner,0,0.275102,Neither,0.5169533734550545
336,Rodney Stone,178,0.122274,Neither,0.4569450734983759
337,"Roger Ingleton, Minor",6,0.221383,Neither,0.51127052947936
338,Rose of Dutcher's Coolly,34,0.311237,Neither,0.517804872492853
339,Rujub the Juggler,0,0.175668,Neither,0.4730316932118561
340,Rupert of Hentzau From The Memoirs of Fritz Von Tarlenheim Sequel to The Prisoner of Zenda,1380,0.051417,Bestsellers,0.49244854271835414
341,Sail Ho A Boy at Sea,0,-0.041999,Neither,0.47785114998047395
342,Saint Bartholomew's Eve: A Tale of the Huguenot Wars,0,0.213656,Neither,0.4895339431607783
343,Salted with Fire,232,0.10547,Neither,0.5063827639308732
344,Samuel Boyd of Catchpole Square A Mystery,927,0.074892,Neither,0.48358205655303477
345,A Little Rebel,3,0.139584,Neither,0.4969930302715073
346,Sappers and Miners The Flood beneath the Sea,2,-0.005428,Neither,0.4750866500944986
347,Saronia A Romance of Ancient Ephesus,1,0.157492,Neither,0.5241677766948235
348,Savrola A Tale of the Revolution in Laurania,0,-0.007689,Neither,0.5307377172826296
349,Sawn Off A Tale of a Family Tree,0,0.067539,Neither,0.48556601365799823
350,Linnet,4,0.292494,Neither,0.5275718282615454
351,Sea Urchins,0,0.061227,Neither,0.4893816179757019
352,Senator North,3,0.263448,Neither,0.5132637715179968
353,Sentimental Tommy The Story of His Boyhood,62,0.025482,Bestsellers,0.4928344735135135
354,Settling Day,4,0.045515,Neither,0.47240345236080555
355,Seven Little Australians,0,0.059857,Neither,0.5254146319629389
356,A Man and a Woman,0,0.254282,Neither,0.4964142692000847
357,Shameless Wayne A Romance of the last Feud of Wayne and Ratcliffe,0,-0.184476,Neither,0.5346150252794987
358,Sheilah McLeod A Heroine of the Back Blocks,3,0.110786,Neither,0.4875212119361046
359,Ships That Pass in the Night,84,0.180814,Bestsellers,0.4778778703952675
360,Shrewsbury A Romance,0,-0.110008,Neither,0.4987660460109246
361,Simon Dale,18,0.14508,Neither,0.4912605353024262
362,Sir George Tressady,2,0.108529,Neither,0.532939947963867
363,Sir Quixote of the Moors Being some account of an episode in the life of the Sieur de Rohaine,27,0.023502,Neither,0.5167198906890494
364,Sister Carrie,36183,0.23528,Neither,0.505490341293262
365,Sister Dolorosa and Posthumous Fame,1,0.15597,Neither,0.5189883059586456
366,Sister Teresa,4,0.327334,Neither,0.4805718304905926
367,A Man His Mark A Romance,0,-0.073574,Neither,0.48830128924617017
368,Sisters Three,0,0.298428,Neither,0.5148451603349842
369,Sketches in Lavender Blue and Green,58,0.199423,Neither,0.5154889779559119
370,Soldier Rigdale How He Sailed in the Mayflower and How He Served Miles Standish,0,-0.108925,Neither,0.5228188364290974
371,Soldiers of Fortune,61,0.25294,Neither,0.4959801874299684
372,Some Experiences of an Irish R.M.,0,0.082159,Neither,0.5327133764891476
373,Some Persons Unknown,0,0.149868,Neither,0.5034192872422474
374,Sons of the Morning,0,0.188479,Neither,0.5534167530687858
375,Sophia A Romance,0,-0.061032,Neither,0.49134344910748545
376,St.Ives Being the Adventures of a French Prisoner in England,128,0.104993,Neither,0.507613840710018
377,St. Peter's Umbrella,1046,0.28857,Neither,0.4857916136389931
378,A March on London Being a Story of Wat Tyler's Insurrection,0,0.356663,Neither,0.48920019859388436
379,Stephen A Soldier of the Cross,92,-0.055754,Neither,0.5059977223043997
380,"Steve Young; or, The Voyage of the ""Hvalross"" to the Icy Seas",2,0.093697,Neither,0.499325050568616
381,Stolen Souls,2,-0.029964,Neither,0.5535492197253433
382,Swallow A Tale of the Great Trek,65,-0.028862,Neither,0.48921161810104663
383,Sweet Content,0,0.320294,Neither,0.47550918142495713
384,Syd Belton The Boy Who Would Not Go to Sea,1,0.033069,Neither,0.4875875454292646
385,Sylvie and Bruno,279,0.18255,Neither,0.3926777113945853
386,Tales From the Telling House,0,0.255556,Neither,0.5178064411266167
387,Tales from the Veld,3,-0.024278,Neither,0.4903118742315124
388,Tales of Mean Streets,63,0.007865,Neither,0.5223604045211184
389,A Marriage at Sea,4,0.332978,Neither,0.530203217400802
390,Tales of South Africa,0,0.136116,Neither,0.5405016004844709
391,Tales of Trail and Town,12,0.15154,Neither,0.5286266196240648
392,Taquisara,2,0.16939,Neither,0.4838374727639269
393,Terry Or She ought to have been a Boy,0,0.124527,Neither,0.47989894543787254
394,Tess of the d'Urbervilles A Pure Woman,231991,0.200949,Both canonical and bestsellers,0.5327128848833101
395,That Affair Next Door,0,0.113766,Neither,0.4913558128022543
396,That Little Beggar,0,0.144354,Neither,0.46902284602768984
397,That Mainwaring Affair,54,0.346777,Neither,0.5113174881548732
398,That Scholarship Boy,3,0.217867,Neither,0.4556793297289556
399,That Stick,2,0.256718,Neither,0.5088821807889422
400,A Master Of Craft,0,0.134085,Neither,0.5060654766403168
401,The Admiral A Romance of Nelson in the Year of the Nile,0,0.45949,Neither,0.5018342153790798
402,The Adventure of Princess Sylvia,1,0.388589,Neither,0.5233399253866493
403,The Adventures of Captain Horn,55,0.211636,Neither,0.45935713718577803
404,The Adventures of Don Lavington,0,-0.073597,Neither,0.48273400022059887
405,The Adventures of François Foundling Thief Juggler and Fencing Master during the French Revolution,0,0.026909,Neither,0.5192728221859707
406,The Amateur Cracksman,2089,0.066182,Neither,0.5067323740734422
407,The Amazing Marriage,11,0.18204,Neither,0.5442397193305343
408,The Angel of the Revolution A Tale of the Coming Terror,0,0.019952,Neither,0.5123421576446926
409,The Arbiter A Novel,1,0.281834,Neither,0.4787617116149135
410,The Autobiography of a Quack and The Case of George Dedlow,0,0.097794,Neither,0.5129238982443569
411,A Master of Fortune Being Further Adventures of Captain Kettle,4,0.084545,Neither,0.5237776848426358
412,The Awkward Age,925,0.416651,Canonical novels,0.4984478790461877
413,The Battle of the Strong A Romance of Two Kingdoms,0,0.049587,Neither,0.5065958408462555
414,The Beautiful White Devil,13,0.266648,Neither,0.5171169313413623
415,The Beetle A Mystery,2275,-0.013354,Canonical novels,0.49175141940261663
416,The Bell Ringer of Angel's,5,0.117897,Neither,0.5300378677171358
417,The Benefactress,244,0.190784,Neither,0.5073809204393996
418,The Beth Book Being a Study of the Life of Elizabeth Caldwell Maclure a Woman of Genius,94,0.245817,Neither,0.49992582854322826
419,The Betrayal of John Fordham,0,0.042237,Neither,0.4863248672218893
420,The Big Bow Mystery,577,-0.072916,Neither,0.523405353406604
421,The Birthright,4,0.0474,Neither,0.47348830344906895
422,A Master of Mysteries,0,-0.019822,Neither,0.49218603075098477
423,The Bishop's Secret,69,0.081718,Neither,0.509513070000981
424,The Black Bar,3,-0.010269,Neither,0.49604295806093357
425,The Black Douglas,51,0.099337,Neither,0.5277739076472647
426,The Black Tor A Tale of the Reign of James the First,1,-0.129765,Neither,0.49329925494863996
427,The Black Wolf's Breed A Story of France in the Old World and the New happening in the Reign of Louis XIV,2,0.088906,Neither,0.54480949754642
428,The Blue Pavilions,0,0.095094,Neither,0.5320776938829745
429,The Bond of Black,0,0.055807,Neither,0.5149928145036481
430,The Boss of Taroomba,0,0.100598,Neither,0.5048958769798039
431,The Bountiful Lady Or How Mary was changed from a very Miserable Little Girl to a very Happy One,5,0.225823,Neither,0.4381345126971834
432,The Brass Bottle,80,0.3478,Neither,0.5247037074019657
433,A Millionaire of Yesterday,12,0.056829,Neither,0.501416387466831
434,The British Barbarians,30,0.124501,Neither,0.5311504065040651
435,The Broom Squire,14,0.05409,Neither,0.4889578541292112
436,"The Buffalo Runners, A tale of the Red River Plains",8,0.174846,Neither,0.5208040448857395
437,The Bushranger's Secret,0,-0.008692,Neither,0.47572895301693296
438,The Californians,21,0.240795,Neither,0.5215685990119204
439,The Capsina An Historical Novel,0,0.039656,Neither,0.4921695746238576
440,The Carbonels,6,0.17646,Neither,0.5115880723423026
441,The Cardinal s Snuff Box,17,0.23777,Neither,0.5177314951456311
442,The Career of Claudia,1,0.211989,Neither,0.5178433535576393
443,The Carved Cupboard,29,0.228255,Neither,0.506106041244815
444,A Bicycle of Cathay,10,0.404215,Neither,0.46139769711163153
445,A Modern Buccaneer,1,0.255566,Neither,0.5313093148912519
446,The Carved Lions,0,0.271026,Neither,0.47202897683349543
447,The Castle Inn,27,-0.057235,Neither,0.5001440441699011
448,The Changeling,8,0.252319,Neither,0.4937176931796713
449,The Chase of the Ruby,13,0.078971,Neither,0.47199675819984743
450,The Chevalier d Auriac,0,-0.012624,Neither,0.5055035276825086
451,The Children of the King,4,0.319214,Neither,0.49777687137737997
452,The Christian A Story,20,0.161452,Bestsellers,0.5087294046154383
453,The Chronicles of Count Antonio,9,-0.039608,Neither,0.45540715294117645
454,The Cock House at Fellsgarth,7,0.165704,Neither,0.5037569885287894
455,The Courtship of Morrice Buckler A Romance,11,-0.008026,Neither,0.5131828596378153
456,A Modern Mercenary,1,0.053846,Neither,0.5362878295041432
457,The Coxswain s Bride,4,0.207221,Neither,0.537528346179428
458,The Crack of Doom,17,-0.018849,Neither,0.5204213610197369
459,The Crime and the Criminal,24,0.082048,Neither,0.4669849455537085
460,The Crisis,716,0.109071,Neither,0.5188917793780803
461,The Crooked Stick Or Pollie s Probation,2,0.273062,Neither,0.5569154626498617
462,The Crown of Life,22,0.295948,Neither,0.5396648539878933
463,The Cruise of the Cachalot Round the World After Sperm Whales,0,0.178492,Neither,0.5570979979670305
464,The Cruise of the Esmeralda,0,0.54597,Neither,0.5221832243280661
465,The Crystal Hunters A Boy s Adventures in the Higher Alps,5,0.10088,Neither,0.49005243183493
466,The Dash for Khartoum A Tale of the Nile Expedition,0,0.169803,Neither,0.46665848276673677
467,A Monk of Cruta,22,-0.08411,Neither,0.500133944773453
468,The Datchet Diamonds,42,0.136553,Neither,0.47939124267423194
469,The Daughter of the Chieftain the Story of an Indian Girl,28,0.045462,Neither,0.5201402689785484
470,The Daughters of Danaus,43,0.128511,Neither,0.5321915733658853
471,The Day of Temptation,2,0.090701,Neither,0.5419719018770999
472,The Diary of a Nobody,12574,0.217269,Canonical novels,0.4596188319768272
473,The Dictator,2,0.316417,Neither,0.4767803764368579
474,The Dingo Boys The Squatters of Wallaby Range,2,-0.086111,Neither,0.5022961415362731
475,The Doctor his Wife and the Clock,0,-0.209555,Neither,0.5092440424204616
476,The Doings of Raffles Haw,173,0.289815,Neither,0.5139134610282804
477,The Doomswoman An Historical Romance of Old California,9,0.168139,Neither,0.5299249995005294
478,A Monk of Fife,9,0.115095,Neither,0.5048968714011517
479,The Drummer s Coat,0,-0.03482,Neither,0.4699367735470942
480,The Duke of Stockbridge A Romance of Shays Rebellion,13,0.004993,Neither,0.5297426608369769
481,The Eagle s Heart,3,0.165397,Neither,0.5237918226600985
482,The Ebb Tide A Trio And Quartette,335,-0.075254,Canonical novels,0.5061168686592872
483,The Empire Makers A Romance of Adventure and War in South Africa,0,0.130299,Neither,0.5432130505709625
484,The Eternal City,53,0.018418,Neither,0.49663620757800103
485,The Exploits of Brigadier Gerard,428,0.016658,Neither,0.49381863457707426
486,The Eye of Istar A Romance of the Land of No Return,1,-0.093207,Neither,0.5568198326686713
487,The Face and the Mask,6,0.143192,Neither,0.48549147247551505
488,The Family at Misrule,0,0.110134,Neither,0.517705554299495
489,A Nest of Linnets,2,0.378404,Neither,0.47458066011248473
490,The Farringdons,5,0.578659,Bestsellers,0.4804001166959975
491,The Field of Clover,11,0.169785,Neither,0.4577430707876371
492,The Fifth of November A Romance of the Stuarts,2,0.026976,Neither,0.5436324003206086
493,The Firebrand,2,0.150016,Neither,0.5369451694508346
494,The First Men in the Moon,12417,-0.05678,Canonical novels,0.5108273498264271
495,The Flight of the Shadow,128,0.046302,Neither,0.47075623917074505
496,The Flower of Forgiveness,2,0.119573,Neither,0.5461532081357778
497,The Forbidden Room Mine Answer was my Deed,1,0.070781,Neither,0.4361030542470749
498,The Forest Lovers,0,0.156367,Neither,0.5038902421461929
499,The Fourth Generation,1,0.07069,Neither,0.4438396814439075
500,A Pirate of the Caribbees,22,0.1864,Neither,0.5158969198501167
501,The Gadfly,8400,-0.047326,Neither,0.5107326744427626
502,The Garden of Swords,1,-0.013694,Bestsellers,0.5023060857142857
503,The Gateless Barrier,13,0.334024,Neither,0.56963265755493
504,The Gathering of Brother Hilarius,0,0.006867,Neither,0.4807633548717293
505,The Gentleman from Indiana,103,0.192165,Neither,0.5267899597028693
506,The Girl at Cobhurst,2,0.530542,Neither,0.4675958150955482
507,The Girls and I A Veracious History,0,0.16637,Neither,0.45714318159853096
508,The Girls of St Wode's,0,0.268511,Neither,0.47429969992932697
509,The God in the Car A Novel,1,0.130737,Neither,0.498603084920052
510,The Gold Stealers A Story of Waddy,0,-0.016165,Neither,0.5313057947019868
511,A Practical Novelist,0,0.113629,Neither,0.521320332168489
512,The Gold that Glitters The Mistakes of Jenny Lavender,1,0.355888,Neither,0.503085031623331
513,The Golden Age,1,0.143853,Neither,0.55471071210184
514,The Golden Rock,1,-0.194816,Neither,0.5179273934175238
515,The Great Cattle Trail,5,-0.007874,Neither,0.5167562764670297
516,The Great Stone of Sardis,16,0.336003,Neither,0.4781856209597428
517,The Great War in England in 1897,12,-0.522304,Neither,0.5479135298721628
518,The Great White Queen A Tale of Treasure and Treason,37,-0.156699,Neither,0.5547621640394806
519,The Greater Inclination,119,0.111536,Neither,0.5069459583955189
520,The Green Carnation,150,0.277603,Neither,0.5299595555346297
521,The Grey Lady,0,0.233693,Neither,0.5168053563309426
522,A Protegee of Jack Hamlin's,4,0.251052,Neither,0.5361506124519824
523,The Grey Man,18,0.022617,Neither,0.5021000786707035
524,The Grim House,0,0.292959,Neither,0.5032428181249794
525,The Guinea Stamp  A Tale of Modern Glasgow,21,0.208862,Neither,0.5148207542674151
526,The Half Hearted,58,0.109047,Neither,0.5225060057446254
527,The Harlequin Opal,2,0.033468,Neither,0.5186961427517274
528,The Heart s Highway A Romance of Virginia in the Seventeenth Century,0,0.273684,Neither,0.4850520594502738
529,The Heart of Princess Osra,120,0.259764,Neither,0.4622634424172217
530,The Heavenly Twins,167,0.318395,Bestsellers,0.5090753009705993
531,The Heiress of Wyvern Court,0,0.352949,Neither,0.5004725690928864
532,The Herd Boy and His Hermit,1,0.278734,Neither,0.5259249859240331
533,A Ring of Rubies,0,0.293967,Neither,0.48827413462581837
534,The Hero,283,0.143458,Neither,0.5114017278917224
535,The History of David Grieve,0,0.031811,Neither,0.5351383676402685
536,The History of Sir Richard Calmady A Romance,14,0.272712,Bestsellers,0.5697808641389546
537,The Honorable Miss A Story of an Old Fashioned Town,0,0.332446,Neither,0.49313269228549333
538,The Honour of Savelli A Romance,0,0.143222,Neither,0.5154188075864241
539,The Hosts of the Lord,1,0.073793,Neither,0.5358370924329665
540,The Hot Swamp,6,0.249621,Neither,0.514964326838667
541,The House by the Lock,0,0.15451,Neither,0.5090707350396211
542,The House of Martha,3,0.487469,Neither,0.46105743902833657
543,The House with the Green Shutters,404,-0.086407,Neither,0.510378407658803
544,A Romance of Wastdale,7,-0.01712,Neither,0.5119163641863279
545,The Hoyden,4,0.104363,Neither,0.48575310223497564
546,The Human Boy and the War,4,0.28689,Neither,0.4826337087353577
547,The Hypocrite,0,0.257123,Neither,0.5390048363355997
548,The Indiscretion of the Duchess Being a Story Concerning Two Ladies a Nobleman and a Necklace,49,0.110962,Neither,0.49116402197131526
549,The Induna s Wife,2,-0.138366,Neither,0.5024027112650115
550,The Infidel A Story of the Great Revival,5,0.286566,Neither,0.5359979977593975
551,The Inheritors,152,0.07917,Neither,0.4912559543885008
552,The Invisible Man A Grotesque Romance,133858,-0.103895,Canonical novels,0.49941142387507703
553,The Iron Pirate A Plain Tale of Strange Happenings on the Sea,11,-0.024289,Neither,0.5079403788699564
554,The Island of Doctor Moreau,90102,-0.314029,Canonical novels,0.5081068180232152
555,A Bid for Fortune Or Dr. Nikola's Vendetta,95,0.24873,Neither,0.5033647800210059
556,A Rose of a Hundred Leaves A Love Story,17,0.294951,Neither,0.5132848962679482
557,The Island of Gold A Sailor s Yarn,0,0.153243,Neither,0.5341806034428321
558,The Isle of Unrest,0,0.108627,Bestsellers,0.5103542981965423
559,The Ivory Gate a new edition,2,0.182373,Neither,0.49667867844853353
560,The Jamesons,0,0.351842,Neither,0.47647944630872485
561,The Jessamy Bride,0,0.289494,Neither,0.4827689579360356
562,The Judgment Books A Story,0,0.094925,Neither,0.46615320910973085
563,The King s Assegai A Matabili Story,9,-0.145796,Neither,0.504356085618669
564,The King s Jackal,3,0.301549,Neither,0.4864676549408053
565,The King s Mirror,28,0.254361,Neither,0.5025190005671811
566,The King of Schnorrers Grotesques and Fantasies,76,0.109907,Neither,0.5260738146496224
567,A Rose of Yesterday,3,0.133293,Neither,0.4782611035786187
568,The Kopje Garrison A Story of the Boer War,13,-0.044586,Neither,0.49693298657533747
569,The Lady of Lynn,6,0.331344,Neither,0.4984843930182389
570,The Last Entry,13,0.061277,Neither,0.527472265625
571,The Last Stroke A Detective Story,0,0.179508,Neither,0.5075624365482233
572,The Last Tenant,6,0.158645,Neither,0.4819505238808001
573,The Laurel Walk,0,0.362044,Neither,0.514599040736159
574,The Life and Death of Richard Yea and Nay,0,0.019659,Neither,0.5092186523873271
575,The Light of Scarthey A Romance,5,0.12256,Neither,0.5397187297955935
576,The Light That Failed,920,0.013619,Neither,0.5148045388595363
577,The Lilac Sunbonnet A Love Story,11,0.234437,Neither,0.5186308983443817
578,A Rough Shaking,73,0.095672,Neither,0.4807780901191272
579,The Lion's Brood,0,-0.183907,Neither,0.5456118378541377
580,The Little Clown,2,0.072293,Neither,0.4487880943262023
581,The Little Lady of Lagunitas A Franco Californian Romance,1,0.094653,Neither,0.5648237934539541
582,The Little Minister,211,-0.090581,Bestsellers,0.48371340209839786
583,The Log of a Privateersman,0,0.187143,Neither,0.509057021442876
584,The Long Vacation,4,0.478191,Neither,0.5254608618882084
585,The Lord of Dynevor A Tale of the Times of Edward the First,0,0.223269,Neither,0.5143982440069825
